name,city,neighborhood,place,views_median,views_sum,name_clean,lat,lng,extract,state
Curt Swan,Willmar,,Willmar,43,67294,Curt Swan,45.1223711,-95.048659,"Douglas Curtis ""Curt"" Swan was an American comics artist. The artist most associated with Superman during the period fans call the Silver Age of Comic Books, Swan produced hundreds of covers and...",Minnesota
Chuck Fleischmann,Ooltewah,,Ooltewah,43,80201,Chuck Fleischmann,35.0712154,-85.0817091,Charles Joseph Fleischmann is an American politician who has been the U.S. Representative for Tennessee's 3rd congressional district since 2011. The district is based in Chattanooga and includes a...,Tennessee
Cedric Thornton,Star City,,Star City,43,95627,Cedric Thornton,33.9428794,-91.8434668,Cedric Thornton is an American football defensive tackle for the San Francisco 49ers of the National Football League (NFL). He was signed by the Philadelphia Eagles as an undrafted free agent in...,Arkansas
Cassandra Lynn,Price,,Price,43,66100,Cassandra Lynn,39.5994095,-110.8107148,"Cassandra Lynn Hensley was an American model and is Playboy's Playmate of the Month for February 2006. At age eighteen, Hensley moved to Newport Beach, California to study to become an aesthetician....",Utah
Carl Gordon (actor),Goochland,,Goochland,43,78405,Carl Gordon,37.7415997,-77.973865,"Carl Gordon was an American actor who entered the acting profession later in life and was best known for his role in the Fox TV series Roc, in addition to a wide range of roles in film, on stage and...",Virginia
Adam Gregg,Johnston,,Johnston,43,38086,Adam Gregg,41.6709834,-93.7130493,Adam Gregg is an American politician serving as the 47th and current Lieutenant Governor of Iowa since 2019. He previously served as Acting Lieutenant Governor from 2017 to 2019. A member of the...,Iowa
Kristian Saucier,Arlington,,Arlington,42.5,76051,Kristian Saucier,43.0747858,-73.1539734,Kristian Mark Saucier is a former U.S. Navy sailor who was convicted of unauthorized retention of national defense information and sentenced to one year in prison in October 2016 for taking...,Vermont
William Gay (author),Hohenwald,,Hohenwald,42,61677,William Gay,35.5478513,-87.5519628,"William Elbert Gay was an American writer of novels, short stories and essays.",Tennessee
Wes Goodman,Cardington,,Cardington,42,66770,Wes Goodman,40.500616,-82.8935146,"Wesley Goodman is an American Republican politician who served as the Ohio State Representative for the 87th District from 2016 until his resignation in 2017, following revelations of his numerous...",Ohio
Trevor Bardette,Nashville,,Nashville,42,71098,Trevor Bardette,33.9456692,-93.847129,"Trevor Bardette was an American film and television actor. He appeared in several episodes of Adventures of Superman and as Newman Haynes Clanton, or Old Man Clanton, in 21 episodes of the ABC/Desilu...",Arkansas
Tom M. Apostol,Helper,,Helper,42,68814,Tom M. Apostol,39.6841304,-110.8546053,"Tom Mike Apostol was an American analytic number theorist and professor at the California Institute of Technology, best known as the author of widely used mathematical textbooks.",Utah
Samuel Huntington (Connecticut politician),Scotland,,Scotland,42,29665,Samuel Huntington,41.6984319,-72.081465,"Samuel Huntington was a jurist, statesman, and Patriot in the American Revolution from Connecticut. As a delegate to the Continental Congress, he signed the Declaration of Independence and the...",Connecticut
Samuel Chamberlain,Center Harbor,,Center Harbor,42,60304,Samuel Chamberlain,43.7126985,-71.4914747,"Samuel E. Chamberlain was an American soldier, painter, and author who traveled throughout the American Southwest and Mexico during the mid-19th century. He and his wife, Mary, had three children.",New Hampshire
Robert H. Brooks,Loris,,Loris,42,71074,Robert H. Brooks,34.0562812,-78.8903044,"Robert Howell Brooks was founder of Naturally Fresh, Inc. in 1966 in Atlanta, Georgia. He helped create the Hooters of America, Inc. restaurant chain that would eventually drive that company's rapid...",South Carolina
Ray Meyer,Three Lakes,,Three Lakes,42,76227,Ray Meyer,45.7865521,-89.108231,"Raymond Joseph Meyer was an American men's collegiate basketball coach from Chicago, Illinois. He was well known for coaching at DePaul University from 1942 to 1984, compiling a 724–354 record. Meyer...",Wisconsin
Nicolle Galyon,Sterling,,Sterling,42,42477,Nicolle Galyon,38.2100111,-98.2070059,"Nicolle Anne Galyon is an American country music singer, songwriter, and record producer. She has written songs for Lady Antebellum, Miranda Lambert, Keith Urban, Kenny Chesney, Florida Georgia Line,...",Kansas
Michael Mauldin (producer),Murphy,,Murphy,42,82737,Michael Mauldin,35.0875836,-84.0346315,"Michael T. Mauldin is an American entertainment industry executive. He currently serves as live event producer and CEO of Scream Nation, a concert tour joint venture with Live Nation Entertainment....",North Carolina
Matt Spaeth,St. Michael,,St. Michael,42,80006,Matt Spaeth,45.209964,-93.6649642,Matt Spaeth is a former American football tight end. He was drafted by the Steelers in the third round of the 2007 NFL Draft and later won Super Bowl XLIII with them against the Arizona Cardinals. He...,Minnesota
Margaret Lea Houston,Marion,,Marion,42,,Margaret Lea Houston,32.6323536,-87.3191655,Margaret Lea Houston was First Lady of the Republic of Texas during her husband Sam Houston's second term as President of the Republic of Texas. They met following the first of his two...,Alabama
Margaret Lea Houston,Independence,,Independence,42,125808,Margaret Lea Houston,30.319167,-96.346389,Margaret Lea Houston was First Lady of the Republic of Texas during her husband Sam Houston's second term as President of the Republic of Texas. They met following the first of his two...,Texas
Katharine McCormick,Dexter,,Dexter,42,124252,Katharine McCormick,42.3383697,-83.8885552,"Katharine Dexter McCormick was a U.S. suffragist, philanthropist and, after her husband's death, heir to a substantial part of the McCormick family fortune. She funded most of the research necessary...",Michigan
Johnny Duncan (country singer),Dublin,,Dublin,42,70190,Johnny Duncan,32.085143,-98.3419882,"Johnny Richard Duncan was an American country singer, best known for a string of hits in the mid- to late 1970s. In his career, he released 14 studio albums, including thirteen on Columbia Records....",Texas
John Jacob Rhodes,Council Grove,,Council Grove,42,78906,John Jacob Rhodes,38.6611187,-96.4919473,"John Jacob Rhodes Jr. was an American lawyer and politician. A member of the Republican Party, Rhodes was elected as a U.S. Representative from the state of Arizona. He was the Minority Leader in the...",Kansas
Jason Hatcher,Jena,,Jena,42,78397,Jason Hatcher,31.6832271,-92.1337448,Jason Dewayne Hatcher is a former American football defensive lineman. He was drafted by the Dallas Cowboys in the third round of the 2006 NFL Draft. He played college football at Grambling State.,Louisiana
Jack Ridley (pilot),Sulphur,,Sulphur,42,75659,Jack Ridley,34.5078669,-96.9683498,"Colonel Jackie Lynwood ""Jack"" Ridley was an aeronautical engineer, USAF test pilot and chief of the U.S. Air Force's Flight Test Engineering Laboratory. He helped develop and test many Cold War era...",Oklahoma
Hiroshi H. Miyamura,Gallup,,Gallup,42,125386,Hiroshi H. Miyamura,35.5280783,-108.7425843,"Hiroshi H. ""Hershey"" Miyamura is an American retired United States Army soldier and recipient of the Medal of Honor for actions in the Korean War. While he was held as a prisoner of war, the award...",New Mexico
Hiram Bingham IV,Salem,,Salem,42,63131,Hiram Bingham IV,41.4903761,-72.275359,"Hiram ""Harry"" Bingham IV was an American diplomat. He served as a Vice Consul in Marseilles, France, during World War II, and, along with Varian Fry, helped over 2,500 Jews to flee from France as...",Connecticut
Henry Hastings Sibley,Mendota,,Mendota,42,69482,Henry Hastings Sibley,44.8871878,-93.1643869,Henry Hastings Sibley was the first Governor of the U.S. state of Minnesota and a U.S. Representative of the Minnesota Territory and the Wisconsin Territory.,Minnesota
H. L. Matthews,Fayette County,,Fayette County,42,112324,H. L. Matthews,39.5919809,-83.4643551,"Howard Lynn Matthews, usually known as Matty Matthews or H. L. Matthews, was a minor league baseball player and boxing, baseball, and track and field coach at The Citadel, The Military College of...",Ohio
Guy Lewis,Arp,,Arp,42,141352,Guy Lewis,32.2254332,-95.0577207,Guy Vernon Lewis II was an American basketball player and coach. He served as the head men's basketball coach at the University of Houston from 1956 to 1986. Lewis led his Houston Cougars to five...,Texas
Don Marquis,Walnut,,Walnut,42,70689,Don Marquis,41.5567012,-89.5934315,"Donald Robert Perry Marquis was a humorist, journalist, and author. He was variously a novelist, poet, newspaper columnist, and playwright. He is remembered best for creating the characters Archy and...",Illinois
Dick Bennett,Clintonville,,Clintonville,42,241926,Dick Bennett,44.6205349,-88.7623228,Richard A. Bennett is an American former college basketball coach who is best known for building the Wisconsin-Green Bay Phoenix men's basketball program into a mid-major power and revitalizing the...,Wisconsin
"David ""Honeyboy"" Edwards",Shaw,,Shaw,42,65992,"David ""Honeyboy"" Edwards",33.6017815,-90.7737075,"David ""Honeyboy"" Edwards was a Delta blues guitarist and singer from Mississippi.",Mississippi
Damion Ratley,Yoakum,,Yoakum,42,23387,Damion Ratley,29.2877469,-97.151931,Damion Ratley is an American football wide receiver for the Cleveland Browns of the National Football League (NFL). He played college football at Texas A&M.,Texas
Champ Clark,Lawrenceburg,,Lawrenceburg,42,64246,Champ Clark,38.0372967,-84.8966171,James Beauchamp Clark was a prominent American politician in the Democratic Party from the 1890s until his death. He represented Missouri in the United States House of Representatives and served as...,Kentucky
Casey Tibbs,Ramona,,Ramona,42,65370,Casey Tibbs,33.0413604,-116.8792553,"Casey Duane Tibbs was an American cowboy, rodeo performer, and actor. In 1979, he was inducted into the ProRodeo Hall of Fame.",California
Carol Browner,South Miami,,South Miami,42,67735,Carol Browner,25.7050697,-80.2907618,"Carol Martha Browner is an American lawyer, environmentalist, and businesswoman, who served as director of the White House Office of Energy and Climate Change Policy in the Obama administration from...",Florida
Caldwell Jones,McGehee,,McGehee,42,71340,Caldwell Jones,33.6255234,-91.3945566,"Caldwell ""Pops"" Jones was an American professional basketball player.",Arkansas
Brock Jensen,Waupaca,,Waupaca,42,117627,Brock Jensen,44.3580348,-89.0859464,"Brock Jensen is a former Canadian football quarterback. He played college football at North Dakota State, a member of the Missouri Valley Football Conference. He led the North Dakota State Bison to...",Wisconsin
Billy Hatcher,Williams,,Williams,42,67039,Billy Hatcher,35.2494566,-112.1910031,"William Augustus Hatcher is a former left and center fielder in Major League Baseball player for the Chicago Cubs, Houston Astros, Pittsburgh Pirates, Cincinnati Reds, Boston Red Sox, Philadelphia...",Arizona
Barbara Lawrence,Carnegie,,Carnegie,42,88089,Barbara Lawrence,35.1036699,-98.6036735,"Barbara Jo Lawrence was an American model, actress, and real estate agent.",Oklahoma
William French Smith,Wilton,,Wilton,41,69697,William French Smith,42.8433943,-71.7351077,William French Smith II was an American lawyer. He was the 74th United States Attorney General.,New Hampshire
White Man Runs Him,Lodge Grass,,Lodge Grass,41,110630,White Man Runs Him,45.3144117,-107.3631461,White Man Runs Him was a Crow scout serving with George Armstrong Custer's 1876 expedition against the Sioux and Northern Cheyenne that culminated in the Battle of the Little Bighorn.,Montana
Terrence Brooks,Dunnellon,,Dunnellon,41,88742,Terrence Brooks,29.0491426,-82.4609331,Terrence Brooks is an American football safety for the New England Patriots of the National Football League (NFL). He was drafted by the Baltimore Ravens in the third round of the 2014 NFL Draft. He...,Florida
Rodney Orr,Palm Coast,,Palm Coast,41,67190,Rodney Orr,29.5844524,-81.2078699,"Rodney Bryan Orr was an American stock car racing driver. The 1993 NASCAR Goody's Dash Series champion, he was killed in an accident during practice for the 1994 Daytona 500.",Florida
Robert Olen Butler,Granite City,,Granite City,41,63271,Robert Olen Butler,38.7014389,-90.1487199,Robert Olen Butler is an American fiction writer. His short-story collection A Good Scent from a Strange Mountain was awarded the Pulitzer Prize for fiction in 1993.,Illinois
Richard K. Sutherland,Hancock,,Hancock,41,61858,Richard K. Sutherland,39.6989809,-78.1797293,Richard Kerens Sutherland was a United States Army officer during World War II. He served as General of the Army Douglas MacArthur's Chief of Staff in the South West Pacific Area during the war.,Maryland
Richard Hale,Rogersville,,Rogersville,41,73149,Richard Hale,36.407317,-83.0054423,"Richard Hale was an American opera and concert singer and later a character actor of film, stage and television. Hale's appearance usually landed him roles as either Middle Eastern or Native American...",Tennessee
Prudence Crandall,Hopkinton,,Hopkinton,41,71635,Prudence Crandall,41.4612719,-71.7775501,"Prudence Crandall was an American schoolteacher and activist who pushed for women's suffrage and the rights of African Americans in the United States. Originally from Rhode Island, Crandall was...",Rhode Island
Ole Evinrude,Cambridge,,Cambridge,41,70362,Ole Evinrude,43.0036122,-89.0164995,"Ole Evinrude, born Ole Andreassen Aaslundeie  was a Norwegian-American entrepreneur, known for the invention of the first outboard motor with practical commercial application.",Wisconsin
Lorenzo Taliaferro,Yorktown,,Yorktown,41,73152,Lorenzo Taliaferro,37.2387556,-76.5096731,Lorenzo Taliaferro is an American football fullback who is currently a free agent. He played college football at Coastal Carolina and was drafted by the Baltimore Ravens in the fourth round of the...,Virginia
Lloyd L. Gaines,Water Valley,,Water Valley,41,75348,Lloyd L. Gaines,34.1514989,-89.6314736,"Lloyd Lionel Gaines was the plaintiff in Gaines v. Canada (1938), one of the most important court cases of the 1930s in the civil rights movement. After being denied admission to the University of...",Mississippi
Levi Woodbury,Francestown,,Francestown,41,65866,Levi Woodbury,42.9875825,-71.8125769,"Levi Woodbury was an Associate Justice of the Supreme Court of the United States, a U.S. Senator, the 9th Governor of New Hampshire, and cabinet member in three administrations.",New Hampshire
Kent Hance,Dimmitt,,Dimmitt,41,64677,Kent Hance,34.5509028,-102.3118607,"Kent Ronald Hance is the former Chancellor of the Texas Tech University System. In his role, he oversaw Texas Tech University, Texas Tech University Health Sciences Center and Angelo State University...",Texas
Ken Maynard,Vevay,,Vevay,41,64091,Ken Maynard,38.7478401,-85.0671725,"Kenneth Olin Maynard was an American motion picture stuntman and actor. He appeared in more than 90 films over 20 years with his white cowboy hat, fancy shirt, and a pair of six-shooters.",Indiana
Justin McBride,Whitesboro,,Whitesboro,41,73938,Justin McBride,33.6562183,-96.906948,"Justin Travis McBride is an American former professional bull rider on the PBR's Built Ford Tough Series Tour (BFTS). He is a two-time PBR World Champion, has a record 32 career wins, and was the...",Texas
Johnny Gruelle,Arcola,,Arcola,41,64348,Johnny Gruelle,39.684755,-88.3064367,"Johnny Gruelle was an American artist, political cartoonist, children's book and comics authors, illustrator, and storyteller. He is best known as the creator of Raggedy Ann and Raggedy Andy dolls...",Illinois
John Evans (governor),Waynesville,,Waynesville,41,59279,John Evans,39.5297824,-84.086601,"John Evans was an American politician, physician, founder of various hospitals and medical associations, railroad promoter, Governor of the Territory of Colorado, and namesake of Evanston, Illinois,...",Ohio
Jim Bailey (entertainer),Palmyra,,Palmyra,41,78369,Jim Bailey,40.0070565,-75.0282271,"James William Bailey was an American singer, film, television and stage actor, and female impersonator.",New Jersey
Jeb Burton,Halifax,,Halifax,41,86103,Jeb Burton,36.7659709,-78.9283441,"John Edward ""Jeb"" Burton IV, is an American professional stock car racing driver. He is the son of Ward Burton and the nephew of Jeff Burton. He competed for several seasons as a regular driver at...",Virginia
Jean Stothert,Wood River,,Wood River,41,72980,Jean Stothert,38.861159,-90.0976069,"Jean Stothert is the 51st mayor of Omaha, Nebraska. She is the first woman to hold the office and was sworn in as Mayor on June 10, 2013. She was re-elected on May 10, 2017. Before entering politics...",Illinois
Honey Bruce,Manila,,Manila,41,226561,Honey Bruce,35.8800733,-90.1670393,"Honey Bruce Friedman, born Harriett Jolliff, also known by her professional name Honey Harlow was an American stripper and showgirl who was the wife of stand-up comedian Lenny Bruce.",Arkansas
Helen Cornelius,Monroe City,,Monroe City,41,83703,Helen Cornelius,39.6536529,-91.7346056,"Helen Cornelius is an American country singer-songwriter and actress, best remembered for a series of hit duets with Jim Ed Brown, many of which reached the U.S. country singles top ten during the...",Missouri
Gray Gaulding,Colonial Heights,,Colonial Heights,41,75911,Gray Gaulding,37.244039,-77.4102607,Gray Gaulding is an American professional stock car racing driver. He currently competes full-time in the NASCAR Xfinity Series driving the No. 08 Chevrolet Camaro for SS-Green Light Racing.,Virginia
Flora Jessop,Galena,,Galena,41,73381,Flora Jessop,37.0758952,-94.6396714,"Flora Jessop is an American social activist, author, and advocate for abused children.",Kansas
Douglass Watson,Jackson,,Jackson,41,61314,Douglass Watson,33.2945651,-83.9660209,Larkin Douglass Watson III was an American actor. He was best known for his portrayal of Mac Cory on the daytime soap opera Another World.,Georgia
Darrell S. Cole,Park Hills,,Park Hills,41,62802,Darrell S. Cole,37.854218,-90.5181804,"Sergeant Darrell Samuel Cole was a United States Marine who posthumously received the United States' highest military decoration, the Medal of Honor, for his conspicuous gallantry at the Battle of...",Missouri
Charlie Louvin,Wartrace,,Wartrace,41,68755,Charlie Louvin,35.5272954,-86.3336043,"Charles Elzer Loudermilk, known professionally as Charlie Louvin, was an American country music singer and songwriter. He is best known as one of the Louvin Brothers, and was a member of the Grand...",Tennessee
Charles Winninger,Athens,,Athens,41,80893,Charles Winninger,45.0330224,-90.0740226,"Charles J. Winninger was an American stage and film actor, most often cast in comedies or musicals.",Wisconsin
Billy Turner (American football),Shoreview,,Shoreview,41,93074,Billy Turner,45.0791325,-93.1471667,William Turner is an American football guard for the Green Bay Packers of the National Football League (NFL). He was drafted by the Miami Dolphins in the third round of the 2014 NFL Draft. He played...,Minnesota
Andy North,Monona,,Monona,41,131461,Andy North,43.0622189,-89.3340068,"Andrew Stewart North is an American professional golfer who had three wins on the PGA Tour, including the U.S. Open twice.",Wisconsin
Andy North,Thorp,,Thorp,41,131461,Andy North,44.9610785,-90.7998588,"Andrew Stewart North is an American professional golfer who had three wins on the PGA Tour, including the U.S. Open twice.",Wisconsin
Andy Comeau,New Boston,,New Boston,41,62347,Andy Comeau,42.9761945,-71.6939626,"Andy Comeau is an American actor. Comeau's resemblance to Tom Hanks helped him gain the role of Forrest Gump in the 1996 music video for the ""Weird Al"" Yankovic song ""Gump"".",New Hampshire
Absalom Jones,Milford,,Milford,41,71586,Absalom Jones,38.9126129,-75.4279748,"Absalom Jones was an African-American abolitionist and clergyman who became prominent in Philadelphia, Pennsylvania. Disappointed at racial discrimination in a local Methodist church, with Richard...",Delaware
William Paca,Abingdon,,Abingdon,40,61369,William Paca,39.4622357,-76.2772223,"William Paca was a signatory to the United States Declaration of Independence as a representative of Maryland, and later Governor of Maryland and a United States federal judge.",Maryland
William McCoy (bootlegger),Holly Hill,,Holly Hill,40,72879,William McCoy,29.2435916,-81.0375555,"William Frederick McCoy, also known as ""Bill"" McCoy, was an American sea captain and rum-runner during the Prohibition in the United States. In pursuing the trade of smuggling alcohol from the...",Florida
William Jay Gaynor,Whitestown,,Whitestown,40,63034,William Jay Gaynor,43.1381536,-75.329557,"William Jay Gaynor was an American politician from New York City, associated with the Tammany Hall political machine. He served as the 94th mayor of the City of New York from 1910 to 1913, and...",New York
William B. Saxbe,Mechanicsburg,,Mechanicsburg,40,70787,William B. Saxbe,40.0720039,-83.5563133,"William Bart ""Bill"" Saxbe was an American politician affiliated with the Republican Party, who served as a U.S. Senator for Ohio, and was the Attorney General for Presidents Richard M. Nixon and...",Ohio
Will Clyburn,Romulus,,Romulus,40,91940,Will Clyburn,42.2222614,-83.3965994,"William Dalen Clyburn is an American professional basketball player for CSKA Moscow of the VTB United League and the EuroLeague. Clyburn attended three colleges, spanning from 2008 to 2013:...",Michigan
Todd Farmer,Fort Madison,,Fort Madison,40,64011,Todd Farmer,40.6297634,-91.314535,"Todd Farmer  is an American screenwriter and actor known for his work in the horror genre, having written the scripts for Jason X (2002), The Messengers (2007), My Bloody Valentine 3D (2009), and...",Iowa
Todd Farmer,Benton,,Benton,40,64011,Todd Farmer,36.8572781,-88.350315,"Todd Farmer  is an American screenwriter and actor known for his work in the horror genre, having written the scripts for Jason X (2002), The Messengers (2007), My Bloody Valentine 3D (2009), and...",Kentucky
Sonia Johnson,Malad City,,Malad City,40,76841,Sonia Johnson,42.1915872,-112.2507986,Sonia Ann Johnson is an American feminist activist and writer. She was an outspoken supporter of the Equal Rights Amendment (ERA) and in the late 1970s was publicly critical of the position of The...,Idaho
Seth Neddermeyer,Richmond,,Richmond,40,77098,Seth Neddermeyer,42.8091969,-82.7557554,"Seth Henry Neddermeyer was an American physicist who co-discovered the muon, and later championed the Implosion-type nuclear weapon while working on the Manhattan Project at the Los Alamos Laboratory...",Michigan
Seth Beer,Maryville,,Maryville,40,63448,Seth Beer,38.7244997,-89.9572444,Seth Michael Beer is an American professional baseball outfielder and first baseman in the Houston Astros organization. He played collegiately for the Clemson Tigers.,Illinois
Roy Face,Stephentown,,Stephentown,40,82015,Roy Face,42.5486929,-73.3739973,"Elroy Leon Face is an American former professional baseball relief pitcher. During a 17-year Major League Baseball (MLB) career, he pitched primarily for the Pittsburgh Pirates. A pioneer of modern...",New York
Nathan Homer Knorr,Wallkill,,Wallkill,40,59637,Nathan Homer Knorr,41.6056492,-74.1840358,"Nathan Homer Knorr was the third president of the incorporated Watch Tower Bible and Tract Society, becoming so on January 13, 1942, replacing Joseph Franklin Rutherford, who had served in the...",Orange County
Molly Bee,Bell Buckle,,Bell Buckle,40,89253,Molly Bee,35.5917382,-86.3541598,"Molly Bee, born Mollie Gene Beachboard, was an American country music singer famous for her 1952 recording of the early perennial ""I Saw Mommy Kissing Santa Claus"" and as Pinky Lee's sidekick on The...",Tennessee
Maynard Harrison Smith,Caro,,Caro,40,260233,Maynard Harrison Smith,43.4911322,-83.396897,"Maynard Harrison ""Snuffy"" Smith was a United States Army Air Forces Staff Sergeant and aerial gunner aboard a B-17 Flying Fortress bomber in World War II, received the Medal of Honor for his conduct...",Michigan
Marcus Thames,Louisville,,Louisville,40,85728,Marcus Thames,33.1237377,-89.0550624,"Marcus Markley Thames is the hitting coach for the New York Yankees. A former American professional baseball left fielder and designated hitter, he played for the New York Yankees, Texas Rangers,...",Mississippi
Lipa Schmeltzer,Ramapo,,Ramapo,40,64764,Lipa Schmeltzer,41.1412064,-74.1684787,"Lipa Schmeltzer is an American singer, entertainer, and composer. He is a headliner in Hasidic as well as modern Jewish communities worldwide and ""the Lady Gaga of Hasidic music"". Schmeltzer has...",New York
Kerwin Bell,Mayo,,Mayo,40,88699,Kerwin Bell,30.053001,-83.1748578,Kerwin Douglas Bell is an American football coach and former player who is currently the offensive coordinator for the South Florida Bulls football team. Bell was born in the North Central Florida...,Florida
Josh Kline,Hartville,,Hartville,40,113988,Josh Kline,40.9636685,-81.3312195,Josh Kline is an American football offensive guard for the Minnesota Vikings of the National Football League (NFL). He played college football for Kent State.,Ohio
Jordan Thomas (American football),Sumrall,,Sumrall,40,26151,Jordan Thomas,31.4173935,-89.5422909,Jordan Malik Thomas is an American football tight end for the Houston Texans of the National Football League (NFL). He played college football at Mississippi State.,Mississippi
John Mott,Livingston Manor,,Livingston Manor,40,58092,John Mott,41.9003667,-74.8282167,John Raleigh Mott was an evangelist and long-serving leader of the Young Men's Christian Association (YMCA) and the World Student Christian Federation (WSCF). He received the Nobel Peace Prize in...,New York
John Mott,Postville,,Postville,40,58092,John Mott,43.084702,-91.5682015,John Raleigh Mott was an evangelist and long-serving leader of the Young Men's Christian Association (YMCA) and the World Student Christian Federation (WSCF). He received the Nobel Peace Prize in...,Iowa
John Mott,Rockland,,Rockland,40,58092,John Mott,41.1489458,-73.9830029,John Raleigh Mott was an evangelist and long-serving leader of the Young Men's Christian Association (YMCA) and the World Student Christian Federation (WSCF). He received the Nobel Peace Prize in...,New York
Joaquin Miller,Canyon City,,Canyon City,40,60511,Joaquin Miller,44.3895995,-118.9502315,"Cincinnatus Heine Miller, better known by his pen name Joaquin Miller, was an American poet and frontiersman. He is nicknamed the ""Poet of the Sierras"" after the Sierra Nevada, about which he wrote...",Oregon
Jim Bohannon,Montgomery Village,,Montgomery Village,40,58606,Jim Bohannon,39.172728,-77.2036041,James E. Bohannon is an American broadcaster who has worked in both television and radio. He is best known for hosting the nationally syndicated late night radio talk show The Jim Bohannon Show on...,Maryland
Jesse Triplett,Madison,,Madison,40,70159,Jesse Triplett,33.5956813,-83.467944,"Collective Soul is an American rock band originally from Stockbridge, Georgia. Now based in Atlanta, the group consists of lead vocalist Ed Roland, rhythm guitarist Dean Roland, bassist Will Turpin,...",Georgia
Jay Cutler,Santa Claus,,Santa Claus,40,661078,Jay Cutler,38.1200538,-86.9141607,"Jay Christopher Cutler is a former American football quarterback who played in the National Football League for 12 seasons, primarily with the Chicago Bears. He played college football at Vanderbilt...",Indiana
James Fenimore Cooper,Lewiston,,Lewiston,540,806264,James Fenimore Cooper,43.1919494,-78.9853813,James Fenimore Cooper was an American writer of the first half of the 19th century. His historical romances draw a picture of frontier and American Indian life in the early American days which...,New York
Gregor Piatigorsky,Elizabethtown,,Elizabethtown,40,57558,Gregor Piatigorsky,44.2163337,-73.5904478,Gregor Piatigorsky was a Russian-born American cellist.,New York
Greg Lee (actor),Hebron,,Hebron,40,65690,Greg Lee,40.1663933,-97.5858752,"Greg Lee is an American actor, voice actor, and comedian.",Nebraska
Fran Allison,La Porte City,,La Porte City,40,59669,Fran Allison,42.3149911,-92.1921275,"Frances Helen Allison was an American television and radio comedian, personality and singer. She is best known for her starring role on the weekday NBC-TV puppet show Kukla, Fran and Ollie, which ran...",Iowa
Ernestine Gilbreth Carey,Reedley,,Reedley,40,75188,Ernestine Gilbreth Carey,36.5963395,-119.4504029,"Ernestine Moller Gilbreth, Mrs. Carey was an American author.",California
Ernest Gallo,Jackson,,Jackson,40,61362,Ernest Gallo,38.3488023,-120.7741018,"Ernest J. Gallo (1909–2007) was an American businessman and philanthropist. Gallo co-founded the E & J Gallo Winery in Modesto, California.",California
Elizabeth Ray,Marshall,,Marshall,40,71483,Elizabeth Ray,35.7973284,-82.6840251,Elizabeth Ray was the central figure in a much-publicized sex scandal in 1976 that ended the career of U.S. Rep. Wayne Hays (D-Ohio).,North Carolina
David Kohler,Kohler,,Kohler,40,58915,David Kohler,43.7391616,-87.7817541,Karger David Kohler is the President and Chief Executive Officer of Kohler Company and is the fourth generation of the Kohler family of Wisconsin to lead the company since its inception in 1873.,Wisconsin
Dan Seavey,Peshtigo,,Peshtigo,40,62527,Dan Seavey,45.05443,-87.7492721,"Dan Seavey, also known as ""Roaring"" Dan Seavey, was a sailor, fisherman, farmer, saloon keeper, prospector, U.S. marshal, thief, poacher, smuggler, hijacker, human trafficker, and timber pirate in...",Wisconsin
Clint Ingram,Hallsville,,Hallsville,40,65226,Clint Ingram,32.504316,-94.5740934,"Clint Ingram is a former American football linebacker. He spent six seasons in the National Football League from 2006 to 2011, playing for the Jacksonville Jaguars and New Orleans Saints. He played...",Texas
Brian Wood (comics),Essex,,Essex,40,59827,Brian Wood,44.4905054,-73.1112433,"Brian Wood is an American writer, illustrator, and graphic designer. He is known primarily as a comic book creator, and has also written for television and video games.",Vermont
Baird T. Spalding,Cohocton,,Cohocton,40,56643,Baird T. Spalding,42.5080296,-77.4931403,"Baird Thomas Spalding (1872–1953) was an American spiritual writer, author of the spiritual book series: Life and Teaching of the Masters of the Far East.",New York
Andy Bean,LaFayette,,LaFayette,40,83755,Andy Bean,34.7048022,-85.2818998,Thomas Andrew Bean is an American professional golfer who played on the PGA Tour and the Champions Tour.,Georgia
"Ada ""Bricktop"" Smith",Alderson,,Alderson,40,61785,"Ada ""Bricktop"" Smith",37.725954,-80.6420237,"Ada Beatrice Queen Victoria Louise Virginia Smith, better known as Bricktop, was an American dancer, jazz singer, vaudevillian, and self-described saloon-keeper who owned the nightclub Chez Bricktop...",West Virginia
William R. Pogue,Sand Springs,,Sand Springs,39,59925,William R. Pogue,36.1398102,-96.108891,"William Reid Pogue, , was an American astronaut, U.S. Air Force fighter pilot, and test pilot who was also an accomplished teacher, public speaker and author.",Oklahoma
Vernon Dalhart,Jefferson,,Jefferson,39,56234,Vernon Dalhart,32.7573626,-94.3451926,"Marion Try Slaughter, better known by his stage name Vernon Dalhart, was an American country music singer and songwriter. He recorded the first country song to sell one million copies.",Texas
Tunney Hunsaker,Fayetteville,,Fayetteville,39,80912,Tunney Hunsaker,38.0528884,-81.1039911,"Tunney Morgan Hunsaker was an American professional boxer who also served as the police chief of Fayetteville, West Virginia. He was born in the western Kentucky town of Princeton, in Caldwell County.",West Virginia
Treva Throneberry,Electra,,Electra,39,93802,Treva Throneberry,34.0292588,-98.9189575,"Treva Joyce Throneberry is an American woman who spent most of her twenties pretending to be a teenager and engaging in other forms of con artistry, for which she would eventually be convicted and...",Texas
