,headline_no_site,site,time,country,bias
364332,This Woman's Doctor Said Vaping May Have Caused Her Lower Back Pain | Health.com,health.com,2021-04-23 07:00:00+00:00,UK,0.16666666666666666
364330,These 3 Women Are Changing How People Find Mental Health Support,health.com,2021-04-22 07:00:00+00:00,UK,0.16666666666666666
364327,Why Women Get Spotting Between Periods,health.com,2021-05-21 07:00:00+00:00,UK,0.16666666666666666
364323,This 105 Year Old Woman Survived COVID 19 | Health.com,health.com,2021-02-23 08:00:00+00:00,UK,0.16666666666666666
244420,Star Hlubi salutes courageous women,heraldlive.co.za,2014-08-06 07:00:00+00:00,South Africa,0.16666666666666666
244497,Female doctors cater for PE women,heraldlive.co.za,2014-06-23 07:00:00+00:00,South Africa,0.3333333333333333
244498,Young woman wins business award,heraldlive.co.za,2014-06-25 07:00:00+00:00,South Africa,0.16666666666666666
244418,Doeks: mark of a good woman   or a bad hair day?,heraldlive.co.za,2016-02-02 08:00:00+00:00,South Africa,0.16666666666666666
244421,#LearningCurve: Master of design’s clients her badge,heraldlive.co.za,2017-11-13 08:00:00+00:00,South Africa,0.16666666666666666
244499,Standing up for women,heraldlive.co.za,2017-08-10 07:00:00+00:00,South Africa,0.16666666666666666
244500,Almost half SA women are obese,heraldlive.co.za,2017-07-27 07:00:00+00:00,South Africa,0.16666666666666666
244397,Sophie Ndaba addresses 'heartless opinions' over her weight loss,heraldlive.co.za,2018-10-01 07:00:00+00:00,South Africa,0.16666666666666666
244350,Emotional funeral for little girl who was electrocuted,heraldlive.co.za,2018-04-09 07:00:00+00:00,South Africa,0.16666666666666666
244576,Facing the four men accused of killing her dad,heraldlive.co.za,2018-11-20 08:00:00+00:00,South Africa,0.16666666666666666
244384,"Morning of motivation, inspiration, laughs at Ladies to Legends event",heraldlive.co.za,2018-10-15 07:00:00+00:00,South Africa,0.16666666666666666
244405,Graduate warms South Africans' hearts as she takes granny to the beach for the first time,heraldlive.co.za,2019-12-20 08:00:00+00:00,South Africa,0.16666666666666666
244513,Surfer's hair almost leads to her drowning in the Eastern Cape,heraldlive.co.za,2019-06-28 07:00:00+00:00,South Africa,0.16666666666666666
244563,Teen’s idea for edible alternative to plastic straws bags her R50k prize,heraldlive.co.za,2019-07-13 07:00:00+00:00,South Africa,0.16666666666666666
244407,Three women rescued from 'human trafficking' ring in Kimberley,heraldlive.co.za,2019-12-19 08:00:00+00:00,South Africa,0.16666666666666666
360936,Nikita Murray breaks her silence on Katlego Maboe viral 'cheating' video,heraldlive.co.za,2020-11-05 08:00:00+00:00,South Africa,0.16666666666666666
360851,Port Elizabeth born entertainer to host mother of all baby showers,heraldlive.co.za,2020-06-26 07:00:00+00:00,South Africa,0.16666666666666666
360846,Mother flies from Germany to take stand in son’s murder case,heraldlive.co.za,2020-02-26 08:00:00+00:00,South Africa,0.16666666666666666
360828,Is Caster Semenya turning her focus to the 200m?,heraldlive.co.za,2020-03-08 08:00:00+00:00,South Africa,0.16666666666666666
361043,Woman found dead at lover's parents' house,heraldlive.co.za,2021-05-06 07:00:00+00:00,South Africa,0.16666666666666666
361205,Anele Mdoda concerned for NSFAS students who have flooded her DMs for assistance,heraldlive.co.za,2021-04-23 07:00:00+00:00,South Africa,0.16666666666666666
361108,Ayanda Borotho on finding contentment within herself,heraldlive.co.za,2021-02-03 08:00:00+00:00,South Africa,0.16666666666666666
361044,How Nelson Mandela Bay woman danced off the kilos,heraldlive.co.za,2021-05-05 07:00:00+00:00,South Africa,0.16666666666666666
245109,Captain America's Golden Girl,ign.com,2010-03-16 07:00:00+00:00,UK,0.16666666666666666
245111,Cap Finds His Girl   IGN,ign.com,2010-04-14 07:00:00+00:00,UK,0.16666666666666666
245032,Alexa Vega is The Clockwork Girl,ign.com,2010-12-01 08:00:00+00:00,UK,0.16666666666666666
245033,Human Target: Enter the Ladies   IGN,ign.com,2010-11-17 08:00:00+00:00,UK,0.16666666666666666
245005,Munn on Her Attack of the Show Departure   IGN,ign.com,2011-01-13 08:00:00+00:00,UK,0.16666666666666666
244930,2 Broke Girls: Kat Dennings Talks About Her New Sitcom   IGN,ign.com,2011-08-04 07:00:00+00:00,UK,0.16666666666666666
245067,"Nintendo Voice Chat: 3DS, Okamiden, and Lady Gaga",ign.com,2011-03-18 07:00:00+00:00,UK,0.16666666666666666
245064,"Trish Stratus: ""When You're a Girl in WWE, You're One of the Boys""   IGN",ign.com,2011-03-21 07:00:00+00:00,UK,0.16666666666666666
245051,"7 Nov 7, 2012 The Girl with the Dragon Tattoo: Book 1 Review",ign.com,2012-11-07 08:00:00+00:00,UK,0.16666666666666666
245016,Daniel Radcliffe Back for The Woman in Black 2?   IGN,ign.com,2012-06-19 07:00:00+00:00,UK,0.16666666666666666
245049,The Woman Behind Star Wars   IGN,ign.com,2012-11-25 08:00:00+00:00,UK,0.16666666666666666
245050,Original '74 Wonder Woman Pilot On DVD   IGN,ign.com,2012-12-06 08:00:00+00:00,UK,0.16666666666666666
244725,Jaimie Alexander Clarifies Wonder Woman Chatter   IGN,ign.com,2013-11-04 08:00:00+00:00,UK,0.16666666666666666
245023,*SPOILERS* The Girl Who Hates the 50s pt 01   Primary Quest   Saints Row IV Walkthrough,ign.com,2013-08-20 07:00:00+00:00,UK,0.16666666666666666
245118,Girl Meets World Picked Up to Series   IGN,ign.com,2013-06-17 07:00:00+00:00,UK,0.16666666666666666
245112,Tropes vs Women in Video Games: Why It Matters,ign.com,2013-05-31 07:00:00+00:00,UK,0.16666666666666666
244631,"Girl Meets World: ""Girl Meets Boy"" Review",ign.com,2014-07-12 07:00:00+00:00,UK,0.16666666666666666
244771,The Top 10 How I Met Your Mother Episodes   IGN,ign.com,2014-04-07 07:00:00+00:00,UK,0.16666666666666666
244779,Alyson Hannigan on Why She Won't Appear on the Spinoff,ign.com,2014-03-27 07:00:00+00:00,UK,0.16666666666666666
245144,Damon Wayans Jr. Made Series Regular on New Girl   IGN,ign.com,2014-05-06 07:00:00+00:00,UK,0.16666666666666666
244900,Naomi Hurts Her Ankle Playing Five Nights at Freddy's 4   IGN Plays,ign.com,2015-08-04 07:00:00+00:00,UK,0.16666666666666666
244792,Check Out Aquaman & Wonder Woman From Cancelled Justice League Movie   IGN,ign.com,2015-06-01 07:00:00+00:00,UK,0.16666666666666666
244668,"Hyrule Warriors Legends 3DS release date announced, and Linkle, first female Link",ign.com,2015-11-13 08:00:00+00:00,UK,0.16666666666666666
244787,There Was Only One Choice for Female Thor's Identity   IGN,ign.com,2015-05-19 07:00:00+00:00,UK,0.16666666666666666
244961,"How Marvel's Agents of SHIELD's Leading Ladies are Super, Powers or Not   IGN",ign.com,2016-03-08 08:00:00+00:00,UK,0.16666666666666666
245124,Mother Panic #1 Review,ign.com,2016-11-09 08:00:00+00:00,UK,0.16666666666666666
244955,Girl Meets World: Season 2 Review,ign.com,2016-03-20 07:00:00+00:00,UK,0.16666666666666666
244953,Wonder Woman casts The Office's Lucy Davis as Diana's best friend Etta Candy,ign.com,2016-02-23 08:00:00+00:00,UK,0.16666666666666666
244612,Why Wonder Woman Is the Hero the DC Movies Need   IGN,ign.com,2017-03-07 08:00:00+00:00,UK,0.16666666666666666
244883,Wrestling Wrap Up: Bray Wyatt Might Become Sister Abigail   IGN,ign.com,2017-10-04 07:00:00+00:00,UK,0.16666666666666666
245098,Ares Explained: Who Is the Wonder Woman Villain?   IGN,ign.com,2017-01-18 08:00:00+00:00,UK,0.16666666666666666
244586,Comic Con 2017: Grant Morrison Returns to DC Comics for Arkham Asylum & Wonder Woman   Earth One Sequels,ign.com,2017-07-21 07:00:00+00:00,UK,0.16666666666666666
245179,Alison Sudol Defends Her Character Queenie in Fantastic Beasts: The Crimes of Grindelwald,ign.com,2018-11-21 08:00:00+00:00,UK,0.16666666666666666
245136,"Wonder Woman""s Lucy Davis Cast as Aunt Hilda in Netflix Sabrina Series",ign.com,2018-02-17 08:00:00+00:00,UK,0.16666666666666666
245180,"Overwatch's New Hero Is Ashe, Here's What She Does   BlizzCon 2018",ign.com,2018-11-03 07:00:00+00:00,UK,0.16666666666666666
244801,Wonder Woman 1984 Delayed to 2020   IGN,ign.com,2018-10-22 07:00:00+00:00,UK,0.16666666666666666
244985,Wonder Woman 1984 Character Posters Reveal First Look at Kristen Wiig as Cheetah,ign.com,2019-12-08 08:00:00+00:00,UK,0.16666666666666666
244990,"Moon Knight, She Hulk, and Ms. Marvel Shows Will Wrap Production By End of 2020   IGN",ign.com,2019-12-07 08:00:00+00:00,UK,0.16666666666666666
244982,VKLiooon Becomes First Ever Woman to Take Home Global Hearthstone Championship   IGN,ign.com,2019-11-03 07:00:00+00:00,UK,0.16666666666666666
244656,Lupita Nyong'o Reprises Her Us Role for Universal Studios Hollywood's Halloween Horror Nights,ign.com,2019-10-30 07:00:00+00:00,UK,0.16666666666666666
356710,Assassin's Creed Valhalla Has You Play Both Male and Female Eivor by Default   IGN,ign.com,2020-10-14 07:00:00+00:00,UK,0.16666666666666666
356781,Soul Edges Out Wonder Woman 1984 in Streaming Debut App Downloads,ign.com,2020-12-30 08:00:00+00:00,UK,0.16666666666666666
356712,"Xbox Brazil Host Firing Unrelated to Her Getting Death Threats, Microsoft Says   IGN",ign.com,2020-10-22 07:00:00+00:00,UK,0.16666666666666666
356739,Ratchet and Clank: Rift Apart's Mysterious Female Lombax Is a Playable Character,ign.com,2020-06-17 07:00:00+00:00,UK,0.16666666666666666
356849,Epic Games Launches Women Creators Program in India,ign.com,2021-03-26 07:00:00+00:00,UK,0.16666666666666666
356817,Female Call of Duty: Mobile Player Reportedly Murdered By Fellow Brazilian Player,ign.com,2021-02-24 08:00:00+00:00,UK,0.16666666666666666
356848,Zatanna Movie Reportedly in the Works from Promising Young Woman Writer   IGN,ign.com,2021-03-22 07:00:00+00:00,UK,0.16666666666666666
356841,"Resident Evil Village: Mother Miranda, Other Main Villains Revealed – IGN First   IGN",ign.com,2021-04-23 07:00:00+00:00,UK,0.16666666666666666
245687,Woman strangled; husband admits to crime | KSL.com   KSL,ksl.com,2010-05-06 07:00:00+00:00,USA,0.16666666666666666
245623,"Woman stunned with Taser, arrested for drugs   KSL",ksl.com,2010-12-14 08:00:00+00:00,USA,0.16666666666666666
245630,Woman captures footage of being attacked by bison   KSL,ksl.com,2010-07-21 07:00:00+00:00,USA,0.16666666666666666
245725,Man sentenced in drive by shooting of 7 year old girl   KSL,ksl.com,2010-03-19 07:00:00+00:00,USA,0.16666666666666666
245738,Mother who smothered infant son sentenced to 15 years   KSL,ksl.com,2011-09-09 07:00:00+00:00,USA,0.16666666666666666
245737,Orem girl fights off man in attempted kidnapping   KSL,ksl.com,2011-10-11 07:00:00+00:00,USA,0.16666666666666666
245642,Body of woman found in west desert identified   KSL,ksl.com,2011-02-08 08:00:00+00:00,USA,0.16666666666666666
245654,Lindon woman arrested after overdosing while babysitting   KSL,ksl.com,2011-03-04 08:00:00+00:00,USA,0.16666666666666666
245614,Stomach disease that killed Utah woman focus of doctor's conference,ksl.com,2012-10-21 07:00:00+00:00,USA,0.16666666666666666
245662,3 foot 9 woman lives a large life | KSL.com,ksl.com,2012-05-12 07:00:00+00:00,USA,0.16666666666666666
245680,Utah woman killed by avalanche while snowboarding in Canada   KSL,ksl.com,2012-03-24 07:00:00+00:00,USA,0.16666666666666666
245746,Woman pleads not guilty to desecration of body in Rasmussen case   KSL,ksl.com,2012-02-22 08:00:00+00:00,USA,0.16666666666666666
245789,Man with samurai sword chases off alleged stalker who attacked woman,ksl.com,2013-04-23 07:00:00+00:00,USA,0.16666666666666666
245703,Woman finds 'worm' dangling from Capri Sun straw,ksl.com,2013-07-25 07:00:00+00:00,USA,0.16666666666666666
245717,Woman dies after ice climbing fall at Bridal Veil Falls,ksl.com,2013-01-28 08:00:00+00:00,USA,0.16666666666666666
245629,"CrossFit, karate gyms fundraising for family of mother who died in childbirth",ksl.com,2013-05-22 07:00:00+00:00,USA,0.16666666666666666
245733,Mother gives birth on I 15 with help from 911 dispatcher,ksl.com,2014-05-27 07:00:00+00:00,USA,0.16666666666666666
245190,Local mother looks to break 3 world weightlifting records,ksl.com,2014-08-12 07:00:00+00:00,USA,0.16666666666666666
245182,Cheerleaders embrace girl with special needs on team,ksl.com,2014-08-22 07:00:00+00:00,USA,0.16666666666666666
245751,Community mourns after inspirational girl dies of cancer,ksl.com,2014-02-27 08:00:00+00:00,USA,0.16666666666666666
245241,"Shooter dead, pregnant woman injured after shoot out began at LDS stake center",ksl.com,2015-05-24 07:00:00+00:00,USA,0.16666666666666666
245773,5 ways to advocate for women in STEM,ksl.com,2015-07-20 07:00:00+00:00,USA,0.16666666666666666
245293,Midvale woman dies in wrong way crash on freeway,ksl.com,2015-03-26 07:00:00+00:00,USA,0.16666666666666666
245290,"Utah contestant on 'The Voice' happy to represent her school, city",ksl.com,2015-03-13 07:00:00+00:00,USA,0.16666666666666666
245266,"Police identify man, woman killed in American Fork shootings",ksl.com,2016-12-05 08:00:00+00:00,USA,0.16666666666666666
245365,Woman finished rappel 4 years after starting,ksl.com,2016-03-12 08:00:00+00:00,USA,0.16666666666666666
245372,Utah mother sues cable network over 'Escaping Polygamy' episode,ksl.com,2016-03-22 07:00:00+00:00,USA,0.16666666666666666
245267,Have You Seen This? Utah woman wins ugly sweater from Jimmy Fallon,ksl.com,2016-12-21 08:00:00+00:00,USA,0.16666666666666666
245364,"Mother grateful as Florida man arrested in rape, murder of Salt Lake teen 40 years ago",ksl.com,2017-03-02 08:00:00+00:00,USA,0.16666666666666666
245231,"Midvale man beat woman, held her hostage, police say",ksl.com,2017-12-04 08:00:00+00:00,USA,0.16666666666666666
245229,UHP identifies Tooele woman killed in rollover crash near Erda,ksl.com,2017-11-02 07:00:00+00:00,USA,0.16666666666666666
245810,Sex offender charged with new crime involving teen girl,ksl.com,2017-09-28 07:00:00+00:00,USA,0.16666666666666666
245566,Nanny charged with sexually abusing boy in her care for 10 years,ksl.com,2018-04-04 07:00:00+00:00,USA,0.16666666666666666
245788,Authorities identify 18 year old woman killed in Hobble Creek Canyon crash,ksl.com,2018-08-10 07:00:00+00:00,USA,0.16666666666666666
245530,"Magna mother killed daughter, then herself, police say",ksl.com,2018-01-01 08:00:00+00:00,USA,0.16666666666666666
245782,Orem woman arrested for investigation of drug offenses a month after being charged with similar offenses,ksl.com,2018-08-22 07:00:00+00:00,USA,0.16666666666666666
245452,Cross Country Healthcare Executives Included On Staffing Industry Analysts' Global Power 150 – Women in Staffing List,ksl.com,2019-11-25 08:00:00+00:00,USA,0.16666666666666666
245590,Bountiful gynecologist sentenced to up to life in prison for abuse of 13 year old girl,ksl.com,2019-03-12 07:00:00+00:00,USA,0.16666666666666666
245422,Salt Lake woman headed to prison in partner's shooting death,ksl.com,2019-05-14 07:00:00+00:00,USA,0.16666666666666666
245439,Utah company under fire for 'questionable' marketing scheme targeting pregnant women,ksl.com,2019-11-07 08:00:00+00:00,USA,0.16666666666666666
358205,"2 suspected in homicide of Utah woman arrested in California, authorities say",ksl.com,2020-09-15 07:00:00+00:00,USA,0.16666666666666666
358181,Officials identify woman killed Friday after being hit by multiple vehicles on freeway,ksl.com,2020-09-25 07:00:00+00:00,USA,0.16666666666666666
358164,Officials identify woman and ex husband in Providence murder suicide,ksl.com,2020-07-26 07:00:00+00:00,USA,0.16666666666666666
358219,3 women hospitalized after Sunday stabbing in Draper,ksl.com,2020-11-15 08:00:00+00:00,USA,0.16666666666666666
358399,5 year old girl killed in 3 vehicle crash south of Beaver,ksl.com,2021-03-28 07:00:00+00:00,USA,0.16666666666666666
358377,6 Utah women that every Beehive State resident should know about,ksl.com,2021-03-09 08:00:00+00:00,USA,0.16666666666666666
358280,New guidelines say that women getting COVID 19 vaccine soon should reschedule mammograms,ksl.com,2021-02-10 08:00:00+00:00,USA,0.16666666666666666
358299,Woman who sparked Amber Alert charged with child kidnapping,ksl.com,2021-02-17 08:00:00+00:00,USA,0.16666666666666666
245839,"Mom Hopes For A Normal Baby, But When Doctors Reveal THIS, She's Shocked!",littlethings.com,2015-09-28 07:00:00+00:00,USA,0.3333333333333333
245841,She Had The Meanest Mom In The World. Now? She Wants To Be Just Like Her...,littlethings.com,2015-11-05 08:00:00+00:00,USA,0.3333333333333333
245838,Hero Rescue Dog Grabs A Toddler By The Diaper And Throws Her When He Spots A Killer Snake,littlethings.com,2016-07-21 07:00:00+00:00,USA,0.16666666666666666
245840,"Teens Notice Pretty Blonde Woman In Car Beside Them, Then Realize She's Mouthing 'Help Me'",littlethings.com,2016-10-06 07:00:00+00:00,USA,0.3333333333333333
245851,"Girls Find Lost Dog Belonging To ""Gossip Girl"" Star",littlethings.com,2017-09-08 07:00:00+00:00,USA,0.16666666666666666
245835,Woman Finds Rare Kitten In Dumpster,littlethings.com,2017-02-13 08:00:00+00:00,USA,0.16666666666666666
245852,Lady Gaga Calls Out Elementary School Bullies Online,littlethings.com,2017-10-11 07:00:00+00:00,USA,0.16666666666666666
245853,Jane Fonda Admits She Thought She'd Die Young,littlethings.com,2017-12-27 08:00:00+00:00,USA,0.16666666666666666
245827,"High On Anesthesia, Woman Recalls Waking Up Still Drunk And Throwing Up All Over Hallway",littlethings.com,2018-07-25 07:00:00+00:00,USA,0.16666666666666666
245832,Jersey Mike's Manager Fires Pregnant Employee Over Text After She Asks For Maternity Leave,littlethings.com,2018-08-29 07:00:00+00:00,USA,0.16666666666666666
245877,Cop And His Wife Adopt Pregnant Homeless Woman's Baby,littlethings.com,2018-09-04 07:00:00+00:00,USA,0.16666666666666666
245848,Florida Woman Was Switched At Birth With Sick Baby,littlethings.com,2018-05-17 07:00:00+00:00,USA,0.16666666666666666
245861,Woman Rescues Dogs And Cats From Floods In Australia,littlethings.com,2019-02-13 08:00:00+00:00,USA,0.16666666666666666
245876,Woman Finds '70s Cookbook With Unusual Southern Recipes,littlethings.com,2019-07-02 07:00:00+00:00,USA,0.16666666666666666
245856,41 Year Old Wrinkled Woman Ages 8 Times Faster Than Normal,littlethings.com,2019-03-05 08:00:00+00:00,USA,0.16666666666666666
245866,Ellen DeGeneres' Mom Responds To Ellen's Sexual Abuse Story,littlethings.com,2019-06-07 07:00:00+00:00,USA,0.16666666666666666
356888,Toddler Twins Jerron And Joshua Make Sure They Always Deliver Water To Their Favorite Mail Lady,littlethings.com,2020-09-04 07:00:00+00:00,USA,0.16666666666666666
356869,Teen Girl Finishes Chemo And Is Surprised When Neighbors Celebrate,littlethings.com,2020-03-30 07:00:00+00:00,USA,0.16666666666666666
356883,20 Weird And Totally Relatable Real Reasons Pregnant Women Get Mad At Their Spouses,littlethings.com,2020-02-18 08:00:00+00:00,USA,0.16666666666666666
356899,Woman Who Received First US Face Transplant Has Died,littlethings.com,2020-07-31 07:00:00+00:00,USA,0.16666666666666666
246603,"Revelation: Sad Cowbell Girl Is Blind, Entire Internet Hangs Head in Shame",mashable.com,2010-01-05 08:00:00+00:00,UK,0.16666666666666666
246601,10 Musts for Marketing to Women on Facebook,mashable.com,2010-01-13 08:00:00+00:00,UK,0.16666666666666666
246615,"Woman Publicly Outs Boss for Playing ""FarmVille"" at Work",mashable.com,2010-08-10 07:00:00+00:00,UK,0.16666666666666666
246459,Lady Gaga First Artist with One Billion Online Video Views,mashable.com,2010-03-24 07:00:00+00:00,UK,0.16666666666666666
246462,The Royal Wedding's Best Meme? We Pick Frowning Flower Girl,mashable.com,2011-04-29 07:00:00+00:00,UK,0.16666666666666666
246145,Female Online Gamers Have More Sex [INFOGRAPHIC],mashable.com,2011-11-28 08:00:00+00:00,UK,0.16666666666666666
246137,eHarmony Cat Lady Gets a Danceable Remix [VIDEO],mashable.com,2011-07-08 07:00:00+00:00,UK,0.16666666666666666
246461,How Women Really Feel About Their Facebook Friends [SURVEY],mashable.com,2011-03-30 07:00:00+00:00,UK,0.16666666666666666
246143,17 Year Old Girl Invents Cellphone Heart Test For Patients In Developing Countries,mashable.com,2012-09-09 07:00:00+00:00,UK,0.16666666666666666
247233,"Lady Gaga Joins Instagram, Little Monsters Rejoice",mashable.com,2012-07-05 07:00:00+00:00,UK,0.16666666666666666
246604,7 Tips for Women in the Tech Industry,mashable.com,2012-04-23 07:00:00+00:00,UK,0.16666666666666666
247235,Lady Gaga Debuts Haunting 'Fame' Perfume Commercial,mashable.com,2012-08-14 07:00:00+00:00,UK,0.16666666666666666
247219,Watch Lady Gaga Defend One Direction From VMA Haters [VIDEO],mashable.com,2013-08-26 07:00:00+00:00,UK,0.16666666666666666
245999,How One Woman Entrepreneur Is Breaking Pakistan's 'Cement Ceiling',mashable.com,2013-06-29 07:00:00+00:00,UK,0.16666666666666666
247214,Image of Allegedly Murdered Woman Remained on Facebook for 5 Hours,mashable.com,2013-08-08 07:00:00+00:00,UK,0.16666666666666666
246464,The 'First Tablet for Women' Is as Awful as It Sounds,mashable.com,2013-03-13 07:00:00+00:00,UK,0.16666666666666666
246828,A Savvy Girl Scout Is Selling Cookies at a Cannabis Clinic in San Francisco,mashable.com,2014-02-20 08:00:00+00:00,UK,0.16666666666666666
245894,"PepsiCo CEO Indra Nooyi: No, Women Can't Have It All",mashable.com,2014-07-02 07:00:00+00:00,UK,0.16666666666666666
245897,Why Women Can't Get Enough of Turkey's Prime Minister,mashable.com,2014-07-29 07:00:00+00:00,UK,0.16666666666666666
246023,Elena Serova May Be First Female Cosmonaut to Reach Space in 17 Years,mashable.com,2014-09-24 07:00:00+00:00,UK,0.16666666666666666
246048,Twisted Sister drummer AJ Pero is dead at age 55,mashable.com,2015-03-20 07:00:00+00:00,UK,0.16666666666666666
246076,Todrick Hall does a monster mashup of Lady Gaga's hits,mashable.com,2015-10-08 07:00:00+00:00,UK,0.16666666666666666
245930,Economist names first female editor in 171 year history,mashable.com,2015-01-22 08:00:00+00:00,UK,0.16666666666666666
245948,#sayhername campaign highlights police brutality against black women,mashable.com,2015-05-26 07:00:00+00:00,UK,0.16666666666666666
246424,This woman printed Facebook comments to read on the subway,mashable.com,2016-07-07 07:00:00+00:00,UK,0.16666666666666666
246293,"Congrats Elon Musk, for following one woman on Twitter",mashable.com,2016-10-04 07:00:00+00:00,UK,0.16666666666666666
246431,Dozens of new emoji will finally show women being awesome,mashable.com,2016-07-14 07:00:00+00:00,UK,0.16666666666666666
246398,Girl Scout cookie graveyard: 12 bygone treats you totally forgot,mashable.com,2016-02-17 08:00:00+00:00,UK,0.16666666666666666
246678,Little girl getting dragged by a merry go round is too relatable,mashable.com,2017-04-12 07:00:00+00:00,UK,0.16666666666666666
246810,Kelly Osbourne peed her pants and is blaming Starbucks,mashable.com,2017-06-26 07:00:00+00:00,UK,0.16666666666666666
246359,'Angry Women' display powerful protest art during Trump's inauguration week,mashable.com,2017-01-18 08:00:00+00:00,UK,0.16666666666666666
246712,Lady Gaga FaceTimed with Prince William to discuss a very important issue,mashable.com,2017-04-19 07:00:00+00:00,UK,0.16666666666666666
246508,Brother plays the ultimate prank on his sister using just one light switch,mashable.com,2018-01-16 08:00:00+00:00,UK,0.16666666666666666
245921,The little girl who secretly ordered $350 worth of toys on Amazon donated them all to a children's hospital,mashable.com,2018-08-15 07:00:00+00:00,UK,0.16666666666666666
246157,Women are calling out the doctors who didn't take their UTIs seriously,mashable.com,2018-03-29 07:00:00+00:00,UK,0.16666666666666666
246499,Woman harassed by man who won't take no for an answer gets rescued by helpful stranger,mashable.com,2018-01-22 08:00:00+00:00,UK,0.16666666666666666
247184,Mary Kom Becoming The Best Female Athlete Is The Kind Of Representation India Needs!,mashable.com,2019-08-30 07:00:00+00:00,UK,0.16666666666666666
247146,Female Thor Is Coming To The Marvel Cinematic Universe,mashable.com,2019-07-22 07:00:00+00:00,UK,0.16666666666666666
246752,Lady Gaga performs 'Shallow' at the 2019 Grammys: Watch,mashable.com,2019-02-10 08:00:00+00:00,UK,0.16666666666666666
247131,Here’s why everyone’s talking about 'Christian Girl Autumn',mashable.com,2019-08-13 07:00:00+00:00,UK,0.16666666666666666
374330,"Author Lisa Taddeo on 'Three Women,' sexual desire, and how we judge other women",mashable.com,2020-05-14 07:00:00+00:00,UK,0.16666666666666666
374375,"Kamala Harris, US VP Candidate, Said ‘Chithi’ During Her Speech And Desi Twitter Is Crying Happy Tears",mashable.com,2020-08-20 07:00:00+00:00,UK,0.16666666666666666
374378,Lady Gaga's 'The Fame/ Monster' exposed the bad romance of a celebrity crisis,mashable.com,2020-08-25 07:00:00+00:00,UK,0.16666666666666666
374381,Lara Trump Used A Fake Lincoln Quote From A Meme In Her RNC Speech,mashable.com,2020-08-28 07:00:00+00:00,UK,0.16666666666666666
374671,Netflix's 'Behind Her Eyes' is an unpredictable mystery thriller with a dark twist,mashable.com,2021-02-14 08:00:00+00:00,UK,0.16666666666666666
374636,British woman tries ranch dressing for the first time and tastes enlightenment,mashable.com,2021-03-10 08:00:00+00:00,UK,0.16666666666666666
374645,"Apparently, Prince Harry Promised To Marry This Woman In Punjab. Yeah, The High Court Doesn’t Believe It Either",mashable.com,2021-04-13 07:00:00+00:00,UK,0.16666666666666666
374674,This woman wants to break taboos and promote sexual wellness in Singapore,mashable.com,2021-02-01 08:00:00+00:00,UK,0.16666666666666666
247535,Is She Messing With Your Head,mensxp.com,2013-10-24 07:00:00+00:00,India,0.16666666666666666
247447,Unitech Ladies Master enthrall golfers in its inaugural session,mensxp.com,2013-03-25 07:00:00+00:00,India,0.16666666666666666
247498,Why Men Should Date Older Women,mensxp.com,2013-12-10 08:00:00+00:00,India,0.16666666666666666
247499,How To Court Your Woman MensXP,mensxp.com,2013-11-27 08:00:00+00:00,India,0.16666666666666666
247550,How to introduce your girlfriend to your family,mensxp.com,2014-02-01 08:00:00+00:00,India,0.16666666666666666
247549,"How To Approach Women At The Bar, Club Or Lounge",mensxp.com,2014-02-27 08:00:00+00:00,India,0.16666666666666666
247448,15 Rakhi Messages For Your Sister To Show How Much You Care,mensxp.com,2014-08-07 07:00:00+00:00,India,0.16666666666666666
247494,Best Hairstyles For Men: Mens Hairstyles Women Love,mensxp.com,2014-04-29 07:00:00+00:00,India,0.16666666666666666
247566,This Girl Gets Dumped On Chat And Throws The Worst Possible Tantrum In Breakup History,mensxp.com,2015-08-19 07:00:00+00:00,India,0.16666666666666666
247559,10 Things Women Should Not Expect From Men MensXP,mensxp.com,2015-03-27 07:00:00+00:00,India,0.16666666666666666
247538,"These Are The Physical Traits Women Find Most Attractive In Men, According To Science",mensxp.com,2015-12-07 08:00:00+00:00,India,0.16666666666666666
247534,11 Quotes Which Prove Mohan Bhagwat Is Wrong About Mother Teresa,mensxp.com,2015-02-26 08:00:00+00:00,India,0.16666666666666666
247265,Dr. Anjali Ramkissoon Apologises For Assaulting Her Uber Cab Driver On TV,mensxp.com,2016-01-28 08:00:00+00:00,India,0.16666666666666666
247247,This 2.8 Billion Hollywood In The Desert Theme Park In Dubai Is The Mother Of All Theme Parks,mensxp.com,2016-04-04 07:00:00+00:00,India,0.16666666666666666
247573,13 Times Twinkle Khanna Owned Twitter With Her Wit & Humour,mensxp.com,2016-09-20 07:00:00+00:00,India,0.16666666666666666
247576,This 22 Year Old Woman Burnt Down 42 Buses In Bengaluru For A Plate Of Biryani And Rs.100,mensxp.com,2016-09-19 07:00:00+00:00,India,0.16666666666666666
247589,"Meet The Woman Who Started India's First Gaming Café In Mumbai, Dipica Jerome",mensxp.com,2017-04-01 07:00:00+00:00,India,0.16666666666666666
247313,Sunny Leone Just Used Her Dance Moves To Show Chris Gayle Who The Real Laila Is,mensxp.com,2017-08-21 07:00:00+00:00,India,0.16666666666666666
247596,Sindhuja Reddy: The Inspirational Story Of A Telangana Girl Who Reached The Pinnacle Of Cricket In the USA,mensxp.com,2017-06-28 07:00:00+00:00,India,0.16666666666666666
