"artist","song","sentence","highestRank","year","nonPerson","name"
"Sam Hunt","Leave The Night On","It's still early out in Cali, baby, don't you wanna rally","30","2014","state","Cali"
"Sam Smith","Like I Can","Baby he's a mantra, keeps your mind entranced","99","2015",NA,"Baby"
"Samantha Cole","Happy With You","Baby you've given me the sweetest emotions","78","1997",NA,"Baby"
"Samantha Cole","Happy With You","Baby you've given me the sweetest emotions","78","1997",NA,"Baby"
"Samantha Cole","Happy With You","Baby you've given me the sweetest emotions","78","1997",NA,"Baby"
"Samantha Fox","Naughty Girls (Need Love Too)","Baby don't let me be misunderstood","3","1988",NA,"Baby"
"Samantha Fox","Naughty Girls (Need Love Too)","\Samantha Fox was such a wild dame""","3","1988",NA,"Samantha"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come over come on","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come over uh","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come over","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come over","49","2001",NA,"Baby"
"Samantha Mumba","Baby, Come Over (This Is Our Night)","Baby come on over tonight","49","2001",NA,"Baby"
"Sammie","I Like It","Baby baby","24","2000",NA,"Baby"
"Sammie","I Like It","Baby baby","24","2000",NA,"Baby"
"Sammie","I Like It","Baby baby","24","2000",NA,"Baby"
"Sammie","I Like It","Baby baby","24","2000",NA,"Baby"
"Sammie","I Like It","Baby baby","24","2000",NA,"Baby"
"Sammy Hagar","Plain Jane","And you can call her Plain Jane","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Oh yeah, you're drivin' me insane.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Oh, let me love you baby, yeah!","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","And you can call her Plain Jane","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Yeah, yeah, yeah, you're drivin' me insane, oh!","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Heave-ho, oh, let me love you, love you, love you, love you,","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","My Plain Jane.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","My Plain Jane - Talkin' 'bout my baby.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","My Plain Jane -","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Uh-huh, my","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Ain't no body else no.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Tellin' you you're drivin me insane.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","And you can call her Plain Jane","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","My Plain Jane - Yeah, yeah, yeah, yeah, yeah, you're drivin' me insane.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - I just, what's so bad?","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Ow!","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Yeah, yeah, she's my baby.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - See her walkin' down the street, and I just wanna love you.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","My Plain Jane -","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Now, come here baby.","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - There ain't nobody else, no, and I'm gonna love you, love you,","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Ow!","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Plain Jane - Yeah, yeah, yeah, yeah, yeah...","77","1979",NA,"Jane"
"Sammy Hagar","Plain Jane","Levi's and Vogue Magazine","77","1979","brand","Levi"
"Sandy Posey","I Take It Back","Baby you've been good to me you've always been the best you could","12","1967",NA,"Baby"
"Santana","Evil Ways","Baby, when I come home, baby","9","1970",NA,"Baby"
"Santana","Evil Ways","With Jean and Joan and-a who knows who","9","1970",NA,"Jean"
"Santana","Evil Ways","With Jean and Joan and-a who knows who","9","1970",NA,"Jean"
"Santana","Evil Ways","With Jean and Joan and-a who knows who","9","1970",NA,"Joan"
"Santana","Evil Ways","With Jean and Joan and-a who knows who","9","1970",NA,"Joan"
"Santana","One Chain (Don't Make No Prison)","Baby, one chain don't make no prison","59","1979",NA,"Baby"
"Santana","One Chain (Don't Make No Prison)","Baby, one chain don't make no prison","59","1979",NA,"Baby"
"Santana","Stormy","But I call you Stormy today","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Old Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Come back to me Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy, come back to me Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy, come back to me Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy, come back to me Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy, come back to me Stormy","32","1979",NA,"Stormy"
"Santana","Stormy","Stormy","32","1979",NA,"Stormy"
"Santana","Well All Right","Petty, Alison, Holly, Mauldin","69","1978",NA,"Alison"
"Santana","Well All Right","Petty, Alison, Holly, Mauldin","69","1978",NA,"Holly"
"Santana Featuring Rob Thomas","Smooth","My muÒequita, my Spanish Harlem, Mona Lisa","1","1999",NA,"Mona Lisa"
"Santana Featuring The Product G","Maria Maria","Carlos Santana with the refugee gang","1","2000",NA,"Carlos"
"Santana Featuring The Product G","Maria Maria","Wyclef, Jerry my dawg, Mr Santana, GMB","1","2000",NA,"Jerry"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","See mi y Maria on the corner","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Se mira Maria on the corner","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Maria you know you're my lover","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","It feels like we're together Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Santana Featuring The Product G","Maria Maria","Oh Maria Maria","1","2000",NA,"Maria"
"Sara Evans","A Real Fine Place To Start","Baby givin' you my heart","38","2005",NA,"Baby"
"Sara Evans","A Real Fine Place To Start","Baby givin' you my heart","38","2005",NA,"Baby"
"Sara Evans","A Real Fine Place To Start","Baby givin' you my heart","38","2005",NA,"Baby"
"Sara Evans","As If","Baby let me believe that you're perfect","62","2007",NA,"Baby"
"Sara Evans","As If","Baby we got such a good thing going","62","2007",NA,"Baby"
"Sara Evans","As If","Baby don't ya think it's goin' fine","62","2007",NA,"Baby"
"Sara Evans","Cheatin'","Baby you should have thought about that","69","2006",NA,"Baby"
"Sarah Connor","Bounce","Baby boy I know you'll never find","54","2004",NA,"Baby"
"Sarah Connor","Bounce","Wait a minute Sarah, give me a chance to explain","54","2004",NA,"Sarah"
"Sarah McLachlan","Building A Mystery","Before Jesus came","13","1997",NA,"Jesus"
"Sarah McLachlan","Fallen","Heaven bend to take my hand and lead me through the fire","41","2003",NA,"Heaven"
"Sarah McLachlan","Fallen","Heaven bend to take my hand","41","2003",NA,"Heaven"
"Sarah Vaughan","Smooth Operator","Have mercy, Mister Percy","44","1959",NA,"Percy"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Sarina Paris","Look At Us","Baby look at us","59","2001",NA,"Baby"
"Saving Jane","Girl Next Door","She's Miss America","31","2006","country","America"
"Saving Jane","Girl Next Door","She's Miss America","31","2006","country","America"
"Saving Jane","Girl Next Door","She's Miss America","31","2006","country","America"
"Saving Jane","Girl Next Door","She's Miss America","31","2006","country","America"
"Sawyer Fredericks","Please","Baby, I can say please","37","2015",NA,"Baby"
"Sawyer Fredericks","Please","Baby, I can get down on me knees","37","2015",NA,"Baby"
"Sawyer Fredericks","Please","Baby, I was born just to kiss your mouth","37","2015",NA,"Baby"
"Sawyer Fredericks","Please","Baby, I can say please","37","2015",NA,"Baby"
"Sawyer Fredericks","Please","Baby, I can get down on my knees","37","2015",NA,"Baby"
"Sawyer Fredericks","Simple Man","Baby be a simple kind of man","71","2015",NA,"Baby"
"Sawyer Fredericks","Simple Man","Baby be a simple kind of man","71","2015",NA,"Baby"
"Scarface Featuring Jay-Z & Beanie Sigel","Guess Who's Back","Mack Mittens and Hov'","85","2002",NA,"Mack"
"Scarface Featuring Jay-Z & Beanie Sigel","Guess Who's Back","Pissy Mack and shit, low old box of things","85","2002",NA,"Mack"
"Scarface Featuring Jay-Z & Beanie Sigel","Guess Who's Back","Mack Mittens and Hov'","85","2002",NA,"Mack"
"ScHoolboy Q Featuring BJ The Chicago Kid","Studio","Angel out of Heaven, such a goddess have a nigga prayin'","38","2014","place","Heaven"
"ScHoolboy Q Featuring Kanye West","THat Part","Pippen at my weddin', man I feel like Jordan","40","2016",NA,"Jordan"
"ScHoolboy Q Featuring Kanye West","THat Part","Walkin', livin' legend, man I feel like Kobe","40","2016",NA,"Kobe"
"ScHoolboy Q Featuring Kanye West","THat Part","Walkin', livin' legend, man I feel like Kobe","40","2016",NA,"Kobe"
"ScHoolboy Q Featuring Kanye West","THat Part","Walkin', livin' legend, man I feel like Kobe","40","2016",NA,"Kobe"
"ScHoolboy Q Featuring Kanye West","THat Part","I just dropped 60, man I feel like Kobe","40","2016",NA,"Kobe"
"ScHoolboy Q Featuring Kanye West","THat Part","Lamar was with me, man I feel like Kobe","40","2016",NA,"Kobe"
"ScHoolboy Q Featuring Kanye West","THat Part","Lamar was with me, man I feel like Kobe","40","2016",NA,"Lamar"
"ScHoolboy Q Featuring Kendrick Lamar","Collard Greens","I know my Houston partners drop a four on this, and focus","92","2013","city","Houston"
"Seal","Kiss From A Rose (From \Batman Forever\"")""","Baby, I compare you to a kiss from a rose on the grey","NA","NA",NA,"Baby"
"Seal","Kiss From A Rose (From \Batman Forever\"")""","Baby, to me, you're like a growing addiction that I can't deny","NA","NA",NA,"Baby"
"Seal","Prayer For The Dying","Heaven's waiting it's time to move on","21","1994",NA,"Heaven"
"Sean Kingston","Me Love","Baby tell me, baby tell me","14","2007",NA,"Baby"
"Sean Kingston","Me Love","Baby tell me, baby tell me","14","2007",NA,"Baby"
"Sean Kingston","Take You There","Baby girl I know it's rough but come with me","7","2007",NA,"Baby"
"Sean Kingston","Take You There","Baby you'll be alright","7","2007",NA,"Baby"
"Sean Kingston","Take You There","Baby it's up to you","7","2007",NA,"Baby"
"Sean Kingston","Take You There","Baby you'll be alright","7","2007",NA,"Baby"
"Sean Kingston","Take You There","Baby it's up to you","7","2007",NA,"Baby"
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)","Come get this playboy bunny like Hugh Heph, sigh","36","2010",NA,"Hugh"
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)","King ah my name and my name can't change","36","2010",NA,"King"
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)","You done know Nicki ah ya wife","36","2010",NA,"Nicki"
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)","Hey yo Sean, you Mister Kingston","36","2010",NA,"Sean"
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)","Cause you need Sean King in your life, g'yal","36","2010",NA,"Sean"
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)","Aye yo Sean, you Mister Kingston","36","2010",NA,"Sean"
"Sean Paul","Get Busy","Shake that thing Miss Annabella","1","2003",NA,"Annabella"
"Sean Paul","Get Busy","Yo, Annabella shake that thing","1","2003",NA,"Annabella"
"Sean Paul","Get Busy","Jodi and Rebecca","1","2003",NA,"Jodi"
"Sean Paul","Get Busy","Yo Miss Jodi you're di one and Rebecca shake that thing","1","2003",NA,"Jodi"
"Sean Paul","Get Busy","Jodi and Rebecca","1","2003",NA,"Rebecca"
"Sean Paul","Get Busy","Yo Miss Jodi you're di one and Rebecca shake that thing","1","2003",NA,"Rebecca"
"Sean Paul","Gimme The Light","Sean-A-Paul, yo yo","7","2002",NA,"Sean Paul"
"Sean Paul","Like Glue","Sean-A-Paul, so mi go so then","13","2003",NA,"Sean Paul"
"Sean Paul","Like Glue","A wouldn't they love fi see Sean Paul dis","13","2003",NA,"Sean Paul"
"Sean Paul","So Fine","From Kingston up to New Orleans","50","2009","city","Kingston"
"Sean Paul","Temperature","Baby girl, all my girls, all my girls Sean da Paul sey,","1","2006",NA,"Baby"
"Sean Paul","Temperature","Gal don't say me crazy now, this Strangelove it a no Bridgette and Flava show","1","2006",NA,"Bridgette"
"Sean Paul","Temperature","Woman don't play me know, cause a no Fred Sanford nor Grady yo,","1","2006",NA,"Fred"
"Sean Paul","Temperature","Woman don't play me know, cause a no Fred Sanford nor Grady yo,","1","2006",NA,"Grady"
"Sean Paul","Temperature","The gal dem Schillaci, Sean da Paul","1","2006",NA,"Sean Paul"
"Sean Paul","Temperature","Baby girl, all my girls, all my girls Sean da Paul sey,","1","2006",NA,"Sean Paul"
"Sean Paul Featuring Sasha","I'm Still In Love With You","A Sean Paul and Sasha, come sing fo dem, bebe","14","2004",NA,"Sean Paul"
"Sean Paul Featuring Sasha","I'm Still In Love With You","A Sean Paul and Sasha, come sing fo dem, bebe","14","2004",NA,"Sasha"
"Selena Gomez","Come & Get It","Baby once I get it, I'm yours no take backs.","6","2013",NA,"Baby"
"Selena Gomez","Slow Down","Baby slow down the","27","2013",NA,"Baby"
"Selena Gomez","Slow Down","Baby slow down the song","27","2013",NA,"Baby"
"Selena Gomez","Slow Down","Baby slow down the","27","2013",NA,"Baby"
"Selena Gomez","Slow Down","Baby slow down the","27","2013",NA,"Baby"
"Selena Gomez","Slow Down","Baby slow down the song!","27","2013",NA,"Baby"
"Selena Gomez & The Scene","Bang Bang Bang","Baby don't hold your breath","94","2011",NA,"Baby"
"Selena Gomez Featuring A$AP Rocky","Good For You","Baby, let me be good to you, good to you","5","2015",NA,"Baby"
"Selena Gomez Featuring A$AP Rocky","Good For You","John Hancock, the signature","5","2015",NA,"John"
"Selena Gomez Featuring A$AP Rocky","Good For You","Could even make that Tiffany jealous","5","2015",NA,"Tiffany"
"Seven Mary Three","Cumbersome","She calls me Goliath and I wear the David mask","39","1996",NA,"David"
"Sevyn Streeter Featuring Chris Brown","It Won't Stop","Baby hop in my ride","30","2013",NA,"Baby"
"Shaggy","Oh Carolina","All di Brooklyn gal dem dem know fi jump an rock","59","1993","city","Brooklyn"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina gal prowl off","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina come bubble 'pon me","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina come wine 'pon me","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina gal prowl off","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina is a girl","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina gal prowl off","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina gal prowl off","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina come bubble 'pon me","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina come wine 'pon me","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina gal prowl off","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Yes, Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina, Carolina, Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina, Carolina, Oh Carolina","59","1993",NA,"Carolina"
"Shaggy","Oh Carolina","Carolina, Carolina, Oh Carolina","59","1993",NA,"Carolina"
"Shaggy Featuring Janet","Luv Me, Luv Me","Baby, lover","76","1998",NA,"Baby"
"Shaggy Featuring Janet","Luv Me, Luv Me","Somehow you're power with Tommy Hilfiger","76","1998",NA,"Tommy"
"Shai","Baby I'm Yours","And Baby I'm yours, if you need me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm yours, if you need me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","So Baby I'm yours, if you want me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","And Baby I'm yours, if you need me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm yours, if you need me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby, I've been through a whole lot of relationships,","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm, Baby Baby I'm yours.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","So Baby I'm yours, if you want me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","And Baby I'm yours, if you need me.","33","1993",NA,"Baby"
"Shai","Baby I'm Yours","Baby I'm yours, if you need me.","33","1993",NA,"Baby"
"Shai","If I Ever Fall In Love","Baby you were more than just a face","2","1992",NA,"Baby"
"Shakespear s Sister","I Don't Care","Queen Victoria sitting shocked upon on the rocking horse of a wave","55","1992",NA,"Queen"
"Shakespear s Sister","I Don't Care","In a boreolic iceberg came Victoria","55","1992",NA,"Victoria"
"Shakespear s Sister","I Don't Care","Queen Victoria sitting shocked upon on the rocking horse of a wave","55","1992",NA,"Victoria"
"Shakira","Try Everything","Baby you've done enough, take a deep breath","63","2016",NA,"Baby"
"Shakira","Whenever, Wherever","Baby I would climb the Andes solely","6","2001",NA,"Baby"
"Shakira Featuring Lil Wayne","Give It Up To Me","Shakira, swing those hips like nun chucks","29","2009",NA,"Shakira"
"Shakira Featuring Lil Wayne","Give It Up To Me","Um Wayne's World","29","2009",NA,"Wayne"
"Shakira Featuring Maluma","Chantaje","Shakira, Maluma","51","2016",NA,"Shakira"
"Shakira Featuring Wyclef Jean","Hips Don't Lie","Baby like this is perfecto","1","2006",NA,"Baby"
"Shakira Featuring Wyclef Jean","Hips Don't Lie","Baby, like this is perfection","1","2006",NA,"Baby"
"Shakira Featuring Wyclef Jean","Hips Don't Lie","Shakira, Shakira","1","2006",NA,"Shakira"
"Shakira Featuring Wyclef Jean","Hips Don't Lie","Shakira, Shakira","1","2006",NA,"Shakira"
"Shalamar","Full Of Fire","Baby, your love is full of fire","55","1980",NA,"Baby"
"Shania Twain","Don't Be Stupid (You Know I Love You)","Relax, Max","40","1997",NA,"Max"
"Shania Twain","That Don't Impress Me Much","Okay, so you're Brad Pitt","7","1999",NA,"Brad"
"Shania Twain","That Don't Impress Me Much","Okay, so what do you think you're Elvis or something","7","1999",NA,"Elvis"
"Shania Twain","That Don't Impress Me Much","Cause Heaven forbid it should fall outta place","7","1999",NA,"Heaven"
"Shanice","I Love Your Smile","Shanice is the one","2","1991",NA,"Shanice"
"Shanice Wilson","(Baby Tell Me) Can You Dance","Baby, tell me can you dance","50","1987",NA,"Baby"
"Shanice Wilson","(Baby Tell Me) Can You Dance","Baby, tell me can you dance","50","1987",NA,"Baby"
"Shanice Wilson","(Baby Tell Me) Can You Dance","Baby, tell me can you dance","50","1987",NA,"Baby"
"Shanice Wilson","(Baby Tell Me) Can You Dance","I'll tell you what's my name, Shanice","50","1987",NA,"Shanice"
"Shannon","Give Me Tonight","Baby if you don't want to stay","46","1984",NA,"Baby"
"Shareefa Featuring Ludacris","Need A Boss","Man, I was built Ford tough, I'm as real as they come","62","2006",NA,"Ford"
"Shawn Colvin","Sunny Came Home","Sunny came home to her favorite room","7","1997",NA,"Sunny"
"Shawn Colvin","Sunny Came Home","Sunny sat down in the kitchen","7","1997",NA,"Sunny"
"Shawn Colvin","Sunny Came Home","Sunny came home with a mission","7","1997",NA,"Sunny"
"Shawn Colvin","Sunny Came Home","Sunny came home with a list of names","7","1997",NA,"Sunny"
"Shawn Colvin","Sunny Came Home","Sunny came home with a vengeance","7","1997",NA,"Sunny"
"Shawn Colvin","Sunny Came Home","Sunny came home","7","1997",NA,"Sunny"
"Shawn Colvin","Sunny Came Home","Sunny came home","7","1997",NA,"Sunny"
"Shawn Mendes","Treat You Better","Baby, just to wake up with you","6","2016",NA,"Baby"
"Shawn Mullins","Lullaby","Dennis Hopper, Bob Seeger, and Sonny and Cher","7","1998",NA,"Bob"
"Shawn Mullins","Lullaby","Dennis Hopper, Bob Seeger, and Sonny and Cher","7","1998",NA,"Dennis"
"Shawn Mullins","Lullaby","Dennis Hopper, Bob Seeger, and Sonny and Cher","7","1998",NA,"Sonny"
"Shawty Lo","Dey Know","Yea now I'm King, yes sir just like G","31","2008",NA,"King"
"SheDaisy","Little Good-Byes","I took the Beatles, left Billy Joel","43","1999",NA,"Billy"
"Sheena Easton","Jimmy Mack","Jimmy Mack Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy Mack Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Oh Jimmy Mack when are you comin' back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy Mack Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy Mack Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Oh Jimmy Mack when are you comin' back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Hey Jimmy, Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Hey Jimmy, Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Oh Jimmy Mack, when are you comin' back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Hey Jimmy, Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Hey Jimmy, Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Oh Jimmy Mack, when are you comin' back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
