"neighborhood","yelpAlias","yelpTitle","nCount","neighborhoodTotal","cCount","cityTotal","incidence","rank"
"La Tourette Park","painters","Painters",58,361,3159,3633681,184.806807091,4
"La Tourette Park","partybusrentals","Party Bus Rentals",65,361,5867,3633681,111.515918181,5
"Laurelton","tenantlaw","Tenant and Eviction Law",34,2879,713,3633681,60.185866898,1
"Laurelton","haitian","Haitian",35,2879,760,3633681,58.1245475403,2
"Laurelton","painters","Painters",90,2879,3159,3633681,35.9582060485,3
"Laurelton","southern","Southern",66,2879,2748,3633681,30.3132387671,4
"Laurelton","soulfood","Soul Food",49,2879,2220,3633681,27.8578912535,5
"Little Italy","accessories","Accessories",1958,37225,23443,3633681,8.15289016381,1
"Little Italy","womenscloth","Women's Clothing",2344,37225,34182,3633681,6.69379224606,2
"Little Italy","menscloth","Men's Clothing",1130,37225,20267,3633681,5.44253295735,3
"Little Italy","homedecor","Home Decor",1020,37225,24644,3633681,4.040183245,4
"Little Italy","shoes","Shoe Stores",504,37225,12235,3633681,4.02104241676,5
"Longwood","businessconsulting","Business Consulting",487,5992,3990,3633681,74.016928461,1
"Longwood","financialadvising","Financial Advising",487,5992,5890,3633681,50.1404999252,2
"Longwood","notaries","Notaries",487,5992,14180,3633681,20.8270482764,3
"Longwood","driving_schools","Driving Schools",187,5992,10643,3633681,10.654977519,4
"Longwood","latin","Latin American",196,5992,11679,3633681,10.1771319718,5
"Lower East Side","galleries","Art Galleries",3067,91541,27660,3633681,4.40141932419,1
"Lower East Side","galleries","Art Galleries",3067,91541,27660,3633681,4.40141932419,1
"Lower East Side","lounges","Lounges",1355,91541,17535,3633681,3.06735944064,2
"Lower East Side","cafes","Cafes",936,91541,15890,3633681,2.33820775827,3
"Lower East Side","hotels","Hotels",1081,91541,18684,3633681,2.29660856943,4
"Lower East Side","hotels","Hotels",1081,91541,18684,3633681,2.29660856943,4
"Lower East Side","menscloth","Men's Clothing",1143,91541,20267,3633681,2.2386588099,5
"Malba","diners","Diners",8,8,8498,3633681,427.592492351,1
"Manhattan Beach","montessori","Montessori Schools",39,644,618,3633681,356.071375807,1
"Manhattan Beach","russian","Russian",55,644,2046,3633681,151.676392507,2
"Manhattan Beach","fengshui","Feng Shui",10,644,664,3633681,84.975328332,3
"Manhattan Beach","baby_gear","Baby Gear & Furniture",9,644,1345,3633681,37.7555808262,4
"Manhattan Beach","collegecounseling","College Counseling",10,644,1511,3633681,37.3419047071,5
"Manhattanville","magicians","Magicians",101,2857,3304,3633681,38.8792512719,1
"Manhattanville","homestaging","Home Staging",232,2857,10471,3633681,28.1797011444,2
"Manhattanville","interiordesign","Interior Design",439,2857,32893,3633681,16.97452354,3
"Manhattanville","pet_sitting","Pet Sitting",400,2857,35072,3633681,14.5056106592,4
"Manhattanville","dogwalkers","Dog Walkers",380,2857,39007,3633681,12.3901796649,5
"Marble Hill","videoandgames","Videos & Video Game Rental",34,3306,644,3633681,58.027919311,1
"Marble Hill","chickenshop","Chicken Shop",54,3306,1567,3633681,37.8764015534,2
"Marble Hill","medicalsupplies","Medical Supplies",34,3306,1063,3633681,35.1552022919,3
"Marble Hill","sportsbars","Sports Bars",256,3306,9932,3633681,28.3300410121,4
"Marble Hill","gourmet","Specialty Food",46,3306,2070,3633681,24.4248235531,5
"Marine Park","childproofing","Childproofing",226,7915,226,3633681,459.087934302,1
"Marine Park","cprclasses","CPR Classes",226,7915,843,3633681,123.076955103,2
"Marine Park","aquariums","Aquariums",203,7915,1128,3633681,82.6195484604,3
"Marine Park","doorsales","Door Sales/Installation",133,7915,949,3633681,64.3400371572,4
"Marine Park","aquariumservices","Aquarium Services",203,7915,1864,3633681,49.9972374803,5
"Mariner's Harbor","windshieldinstallrepair","Windshield Installation & Repair",187,4957,1087,3633681,126.107217006,1
"Mariner's Harbor","glassandmirrors","Glass & Mirrors",179,4957,1683,3633681,77.9644813489,2
"Mariner's Harbor","towing","Towing",424,4957,10924,3633681,28.4519504871,3
"Mariner's Harbor","bodyshops","Body Shops",438,4957,12803,3633681,25.077846753,4
"Mariner's Harbor","autoglass","Auto Glass Services",187,4957,5562,3633681,24.6455492424,5
"Maspeth","grillingequipment","Grilling Equipment",358,12904,365,3633681,276.192960874,1
"Maspeth","fireplace","Fireplace Services",358,12904,587,3633681,171.738382827,2
"Maspeth","masonry_concrete","Masonry/Concrete",139,12904,460,3633681,85.090174095,3
"Maspeth","usedcardealers","Used Car Dealers",202,12904,716,3633681,79.4439429374,4
"Maspeth","carbuyers","Car Buyers",202,12904,1386,3633681,41.0403052981,5
"Meiers Corners","landscapearchitects","Landscape Architects",41,1746,383,3633681,222.78586938,1
"Meiers Corners","lebanese","Lebanese",38,1746,519,3633681,152.376781943,2
"Meiers Corners","snowremoval","Snow Removal",41,1746,793,3633681,107.60023704,3
"Meiers Corners","landscaping","Landscaping",41,1746,1041,3633681,81.9663669284,4
"Meiers Corners","willstrustsprobates","Wills, Trusts, & Probates",25,1746,1149,3633681,45.2816807683,5
"Melrose","handyman","Handyman",353,4947,3320,3633681,78.0982872058,1
"Melrose","lighting","Lighting Fixtures & Equipment",353,4947,3847,3633681,67.3996136011,2
"Melrose","puertorican","Puerto Rican",47,4947,757,3633681,45.6044125858,3
"Melrose","foodstands","Food Stands",69,4947,3400,3633681,14.9064786145,4
"Melrose","pest_control","Pest Control",188,4947,10738,3633681,12.8599516958,5
"Middle Village","stereo_installation","Car Stereo Installation",227,7868,3020,3633681,34.713736377,1
"Middle Village","autopartssupplies","Auto Parts & Supplies",227,7868,3525,3633681,29.7405627968,2
"Middle Village","graphicdesign","Graphic Design",298,7868,6345,3633681,21.6903761954,3
"Middle Village","oilchange","Oil Change Stations",83,7868,2459,3633681,15.5884168384,4
"Middle Village","web_design","Web Design",298,7868,8950,3633681,15.3771437944,5
"Midland Beach","couriers","Couriers & Delivery Services",302,1276,10738,3633681,80.0902532593,1
"Midland Beach","russian","Russian",55,1276,2046,3633681,76.5514081302,2
"Midland Beach","cantonese","Cantonese",22,1276,1634,3633681,38.3412927869,3
"Midland Beach","flooring","Flooring",22,1276,2960,3633681,21.1654298695,4
"Midland Beach","childcare","Child Care & Day Care",50,1276,10086,3633681,14.1171543845,5
"Midtown","bikerentals","Bike Rentals",2069,156947,4649,3633681,10.3037360252,1
"Midtown","hotels","Hotels",2979,156947,18684,3633681,3.69142818582,2
"Midtown","hotels","Hotels",2979,156947,18684,3633681,3.69142818582,2
"Midtown","landmarks","Landmarks & Historical Buildings",1692,156947,10905,3633681,3.59226583722,3
"Midtown","tours","Tours",2893,156947,20613,3633681,3.24938379096,4
"Midtown","jewelry","Jewelry",2228,156947,17377,3633681,2.96848025629,5
"Midwood","kosher","Kosher",699,13381,4665,3633681,40.6896313365,1
"Midwood","enviroabatement","Environmental Abatement",134,13381,962,3633681,37.8257853434,2
"Midwood","tiling","Tiling",167,13381,1419,3633681,31.9589353368,3
"Midwood","flooring","Flooring",252,13381,2960,3633681,23.1188941763,4
"Midwood","hometheatreinstallation","Home Theatre Installation",190,13381,3165,3633681,16.3018958409,5
"Mill Basin","hairstylists","Hair Stylists",319,3183,13934,3633681,26.1351523616,1
"Mill Basin","accessories","Accessories",405,3183,23443,3633681,19.7220472558,2
"Mill Basin","sportswear","Sports Wear",45,3183,3388,3633681,15.1627952846,3
"Mill Basin","sportswear","Sports Wear",45,3183,3388,3633681,15.1627952846,3
"Mill Basin","appliances","Appliances",34,3183,2802,3633681,13.8522699216,4
"Mill Basin","kosher","Kosher",47,3183,4665,3633681,11.5015499342,5
"Morningside Heights","softwaredevelopment","Software Development",129,5793,2051,3633681,39.4518451168,1
"Morningside Heights","collegeuniv","Colleges & Universities",138,5793,5534,3633681,15.6416729536,2
"Morningside Heights","web_design","Web Design",146,5793,8950,3633681,10.232295884,3
"Morningside Heights","partyequipmentrentals","Party Equipment Rentals",96,5793,6097,3633681,9.87639173938,4
"Morningside Heights","videofilmproductions","Video/Film Production",213,5793,22439,3633681,5.95414455703,5
"Morris Heights","homeautomation","Home Automation",150,2510,811,3633681,267.758632547,1
"Morris Heights","hometheatreinstallation","Home Theatre Installation",150,2510,3165,3633681,68.6105058439,2
"Morris Heights","paintstores","Paint Stores",51,2510,1428,3633681,51.7029169038,3
"Morris Heights","tvmounting","TV Mounting",150,2510,4731,3633681,45.8998628189,4
"Morris Heights","locksmiths","Keys & Locksmiths",51,2510,2350,3633681,31.4177724845,5
"Morris Park","flooring","Flooring",154,11480,2960,3633681,16.4677368985,1
"Morris Park","contractors","Contractors",154,11480,5659,3633681,8.61362453075,2
"Morris Park","diners","Diners",219,11480,8498,3633681,8.15703447952,3
"Morris Park","donuts","Donuts",146,11480,5818,3633681,7.94299060467,4
"Morris Park","delis","Delis",456,11480,18665,3633681,7.73288868189,5
"Mott Haven","medicaltransportation","Medical Transportation",193,6452,1072,3633681,101.394631914,1
"Mott Haven","driving_schools","Driving Schools",210,6452,10643,3633681,11.1123950387,2
"Mott Haven","mexican","Mexican",384,6452,22547,3633681,9.59168480494,3
"Mott Haven","spanish","Spanish",101,6452,6463,3633681,8.80115474907,4
"Mott Haven","restaurants","Restaurants",83,6452,5327,3633681,8.77501434108,5
"Murray Hill","passportvisaservices","Passport & Visa Services",564,53992,1795,3633681,21.1461853216,1
"Murray Hill","korean","Korean",1214,53992,7337,3633681,11.1357007231,2
"Murray Hill","chiropractors","Chiropractors",1335,53992,12196,3633681,7.36683992146,3
"Murray Hill","naturopathic","Naturopathic/Holistic",529,53992,5552,3633681,6.41244417801,4
"Murray Hill","nutritionists","Nutritionists",613,53992,6459,3633681,6.38723026143,5
"Navy Yard","paintyourownpottery","Paint-Your-Own Pottery",68,782,272,3633681,1161.66272379,1
"Navy Yard","arts","Arts & Entertainment",68,782,1111,3633681,284.40347513,2
"Navy Yard","wineries","Wineries",16,782,337,3633681,220.612505407,3
"Navy Yard","wineries","Wineries",16,782,337,3633681,220.612505407,3
"Navy Yard","metalfabricators","Metal Fabricators",36,782,1108,3633681,150.97421681,4
"Navy Yard","environmentaltesting","Environmental Testing",31,782,964,3633681,149.425495591,5
"New Brighton","flooring","Flooring",151,904,2960,3633681,205.051808404,1
"New Brighton","contractors","Contractors",151,904,5659,3633681,107.254524276,2
"New Brighton","kitchenandbath","Kitchen & Bath",151,904,12635,3633681,48.037463623,3
"New Brighton","farmersmarket","Farmers Market",9,904,802,3633681,45.1072664026,4
"New Brighton","carwash","Car Wash",10,904,895,3633681,44.9112695902,5
"New Dorp","shutters","Shutters",295,6097,575,3633681,305.762889803,1
"New Dorp","blinds","Shades & Blinds",295,6097,5708,3633681,30.8012721859,2
"New Dorp","homedecor","Home Decor",370,6097,24644,3633681,8.94790010504,3
"New Dorp","towing","Towing",162,6097,10924,3633681,8.8382020571,4
"New Dorp","tutoring","Tutoring Centers",90,6097,9196,3633681,5.83276057657,5
"New Dorp Beach","sportsbars","Sports Bars",36,330,9932,3633681,39.9115549372,1
"New Dorp Beach","desserts","Desserts",36,330,10358,3633681,38.2700872404,2
"New Dorp Beach","airport_shuttles","Airport Shuttles",31,330,17433,3633681,19.5804388751,3
"New Dorp Beach","taxis","Taxis",31,330,20581,3633681,16.5854813133,4
"New Dorp Beach","mobilephonerepair","Mobile Phone Repair",18,330,13665,3633681,14.5042650434,5
"New Springville","tradclothing","Traditional Clothing",16,292,191,3633681,1042.43878649,1
"New Springville","obgyn","Obstetricians & Gynecologists",13,292,195,3633681,829.607534247,2
"New Springville","recreation","Recreation Centers",13,292,247,3633681,654.95331651,3
"New Springville","videoandgames","Videos & Video Game Rental",16,292,644,3633681,309.170509657,4
"New Springville","skillednursing","Skilled Nursing",13,292,560,3633681,288.881194961,5
"New Utrecht","home_organization","Home Organization",125,2524,10370,3633681,17.3535648899,1
"New Utrecht","officecleaning","Office Cleaning",263,2524,25322,3633681,14.952547527,2
"New Utrecht","carpet_cleaning","Carpet Cleaning",138,2524,20853,3633681,9.5272594145,3
"New Utrecht","pest_control","Pest Control",71,2524,10738,3633681,9.5190234468,4
"New Utrecht","homecleaning","Home Cleaning",125,2524,27236,3633681,6.60730165619,5
"NoHo","popupshops","Pop-up Shops",377,21538,892,3633681,71.304661289,1
"NoHo","teambuilding","Team Building Activities",524,21538,2115,3633681,41.7986582185,2
"NoHo","foodtours","Food Tours",524,21538,3727,3633681,23.7199254446,3
"NoHo","walkingtours","Walking Tours",524,21538,12609,3633681,7.01119534714,4
"NoHo","menscloth","Men's Clothing",581,21538,20267,3633681,4.83646545702,5
"North Riverdale","vehicleshipping","Vehicle Shipping",214,2576,4609,3633681,65.4949785998,1
"North Riverdale","handyman","Handyman",87,2576,3320,3633681,36.9642678244,2
"North Riverdale","furnitureassembly","Furniture Assembly",87,2576,4358,3633681,28.1600204628,3
"North Riverdale","towing","Towing",214,2576,10924,3633681,27.6333171335,4
"North Riverdale","tvmounting","TV Mounting",87,2576,4731,3633681,25.9398370698,5
"Norwood","dominican","Dominican",87,5601,2980,3633681,18.9401848783,1
"Norwood","restaurants","Restaurants",155,5601,5327,3633681,18.8768805096,2
"Norwood","halal","Halal",127,5601,5289,3633681,15.5779885145,3
"Norwood","spanish","Spanish",102,5601,6463,3633681,10.2387571261,4
"Norwood","walkingtours","Walking Tours",172,5601,12609,3633681,8.84970975961,5
"Oakland Gardens","taiwanese","Taiwanese",38,2956,1358,3633681,34.3974457981,1
"Oakland Gardens","korean","Korean",87,2956,7337,3633681,14.5761591618,2
"Oakland Gardens","spraytanning","Spray Tanning",47,2956,4260,3633681,13.5622150699,3
"Oakland Gardens","selfstorage","Self Storage",238,2956,23730,3633681,12.3288221347,4
"Oakland Gardens","reupholstery","Furniture Reupholstery",39,2956,4111,3633681,11.661636459,5
"Oakwood","uniforms","Uniforms",22,1251,217,3633681,294.477715523,1
"Oakwood","panasian","Pan Asian",22,1251,354,3633681,180.5131759,2
"Oakwood","cookingclasses","Cooking Classes",24,1251,939,3633681,74.2395170126,3
"Oakwood","tours","Tours",208,1251,20613,3633681,29.3097166569,4
"Oakwood","makeupartists","Makeup Artists",185,1251,18621,3633681,28.8574675945,5
"Ocean Hill","telecommunications","Telecommunications",89,2353,847,3633681,162.267470852,1
"Ocean Hill","electricians","Electricians",58,2353,953,3633681,93.9853068731,2
"Ocean Hill","hometheatreinstallation","Home Theatre Installation",117,2353,3165,3633681,57.0869733707,3
"Ocean Hill","tvmounting","TV Mounting",117,2353,4731,3633681,38.1907145885,4
"Ocean Hill","lighting","Lighting Fixtures & Equipment",58,2353,3847,3633681,23.2825571744,5
"Ocean Parkway","autoloanproviders","Auto Loan Providers",215,10331,851,3633681,88.8614378752,1
"Ocean Parkway","carbrokers","Car Brokers",215,10331,1092,3633681,69.2500765859,2
"Ocean Parkway","doorsales","Door Sales/Installation",161,10331,949,3633681,59.6711077252,3
"Ocean Parkway","countertopinstall","Countertop Installation",174,10331,1200,3633681,51.0002657052,4
"Ocean Parkway","contractors","Contractors",753,10331,5659,3633681,46.8014942033,5
"Old Town","importedfood","Imported Food",51,5320,940,3633681,37.0576169813,1
"Old Town","modern_european","Modern European",51,5320,1364,3633681,25.5382404416,2
"Old Town","car_dealers","Car Dealers",171,5320,4732,3633681,24.6823519201,3
"Old Town","autopartssupplies","Auto Parts & Supplies",54,5320,3525,3633681,10.4633271477,4
"Old Town","restaurants","Restaurants",76,5320,5327,3633681,9.74464587412,5
"Ozone Park","homeautomation","Home Automation",129,11378,811,3633681,50.7983638792,1
"Ozone Park","roadsideassist","Roadside Assistance",158,11378,1476,3633681,34.1862605342,2
"Ozone Park","auto_detailing","Auto Detailing",219,11378,2279,3633681,30.6888530949,3
"Ozone Park","blinds","Shades & Blinds",320,11378,5708,3633681,17.9038686271,4
"Ozone Park","bodyshops","Body Shops",679,11378,12803,3633681,16.9370939823,5
"Park Hill","pakistani","Pakistani",36,2355,1084,3633681,51.2423578631,1
"Park Hill","fooddeliveryservices","Food Delivery Services",93,2355,3524,3633681,40.7195467658,2
"Park Hill","chickenshop","Chicken Shop",36,2355,1567,3633681,35.4478085026,3
"Park Hill","junkremovalandhauling","Junk Removal & Hauling",176,2355,8283,3633681,32.7854306764,4
"Park Hill","pest_control","Pest Control",181,2355,10738,3633681,26.0082458511,5
"Park Slope","pet_sitting","Pet Sitting",1507,77939,35072,3633681,2.00329399234,1
"Park Slope","dogwalkers","Dog Walkers",1542,77939,39007,3633681,1.84303588881,2
"Park Slope","tours","Tours",804,77939,20613,3633681,1.81847282024,3
"Park Slope","privatetutors","Private Tutors",801,77939,22216,3633681,1.68096479561,4
"Park Slope","interiordesign","Interior Design",1105,77939,32893,3633681,1.56621277407,5
"Parkchester","bangladeshi","Bangladeshi",109,7481,620,3633681,85.3929371612,1
"Parkchester","pakistani","Pakistani",93,7481,1084,3633681,41.6716608274,2
"Parkchester","enviroabatement","Environmental Abatement",80,7481,962,3633681,40.3926231971,3
"Parkchester","halal","Halal",135,7481,5289,3633681,12.3978776106,4
"Parkchester","indpak","Indian",140,7481,6905,3633681,9.84807837107,5
"Pelham Bay","aquariumservices","Aquarium Services",186,7361,1864,3633681,49.2580274594,1
"Pelham Bay","airductcleaning","Air Duct Cleaning",93,7361,3565,3633681,12.8775544438,2
"Pelham Bay","driving_schools","Driving Schools",244,7361,10643,3633681,11.3171154027,3
"Pelham Bay","hvac","Heating & Air Conditioning/HVAC",93,7361,5430,3633681,8.45460066154,4
"Pelham Bay","photoboothrentals","Photo Booth Rentals",141,7361,10584,3633681,6.57626433945,5
"Pelham Bay Park","battingcages","Batting Cages",8,81,24,3633681,14953.4197531,1
"Pelham Bay Park","golf","Golf",16,81,65,3633681,11042.5253561,2
"Pelham Bay Park","appliances","Appliances",18,81,2802,3633681,288.181536997,3
"Pelham Bay Park","museums","Museums",7,81,5269,3633681,59.5979910448,4
"Pelham Bay Park","landmarks","Landmarks & Historical Buildings",8,81,10905,3633681,32.909864656,5
"Pelham Gardens","fishnchips","Fish & Chips",32,3322,823,3633681,42.530189034,1
"Pelham Gardens","televisionstations","Television Stations",37,3322,1488,3633681,27.1985632198,2
"Pelham Gardens","markets","Fruits & Veggies",46,3322,1910,3633681,26.3433883581,3
"Pelham Gardens","meats","Meat Shops",59,3322,2565,3633681,25.1600680912,4
"Pelham Gardens","soup","Soup",32,3322,2411,3633681,14.5177708731,5
"Pomonok","autoloanproviders","Auto Loan Providers",12,678,851,3633681,75.5733702152,1
"Pomonok","policedepartments","Police Departments",22,678,2224,3633681,53.0157612848,2
"Pomonok","bagels","Bagels",29,678,6258,3633681,24.8358794548,3
"Pomonok","postoffices","Post Offices",30,678,8468,3633681,18.987050677,4
"Pomonok","libraries","Libraries",26,678,7365,3633681,18.9198505248,5
"Port Ivory","carwindowtinting","Car Window Tinting",227,1456,1502,3633681,377.173652621,1
"Port Ivory","stereo_installation","Car Stereo Installation",227,1456,3020,3633681,187.587690807,2
"Port Ivory","autocustomization","Auto Customization",227,1456,3089,3633681,183.397483404,3
"Port Ivory","landscapearchitects","Landscape Architects",16,1456,383,3633681,104.257337962,4
"Port Ivory","magicians","Magicians",108,1456,3304,3633681,81.5772648205,5
"Port Morris","recording_studios","Recording & Rehearsal Studios",400,7095,2309,3633681,88.7218229614,1
"Port Morris","packingsupplies","Packing Supplies",309,7095,4299,3633681,36.8116625775,2
"Port Morris","selfstorage","Self Storage",1456,7095,23730,3633681,31.4237517384,3
"Port Morris","furniturerepair","Furniture Repair",81,7095,1614,3633681,25.7025307104,4
"Port Morris","movers","Movers",1495,7095,75926,3633681,10.0842840523,5
"Port Richmond","buffets","Buffets",63,5419,1229,3633681,34.3729110019,1
"Port Richmond","bodyshops","Body Shops",433,5419,12803,3633681,22.6779502324,2
"Port Richmond","irish","Irish",52,5419,2240,3633681,15.5662131258,3
"Port Richmond","towing","Towing",179,5419,10924,3633681,10.9875024908,4
"Port Richmond","mattresses","Mattresses",56,5419,4173,3633681,8.9984413284,5
"Prince's Bay","waterheaterinstallrepair","Water Heater Installation/Repair",49,1168,542,3633681,281.255321804,1
"Prince's Bay","tanning","Tanning",13,1168,767,3633681,52.7292924309,2
"Prince's Bay","airductcleaning","Air Duct Cleaning",49,1168,3565,3633681,42.760276134,3
"Prince's Bay","photoboothrentals","Photo Booth Rentals",114,1168,10584,3633681,33.5088077183,4
"Prince's Bay","baby_gear","Baby Gear & Furniture",14,1168,1345,3633681,32.3824502215,5
"Prospect Heights","mailboxcenters","Mailbox Centers",395,16174,2121,3633681,41.8394326096,1
"Prospect Heights","southern","Southern",240,16174,2748,3633681,19.6211235564,2
"Prospect Heights","childbirthedu","Childbirth Education",241,16174,3882,3633681,13.9473233894,3
"Prospect Heights","doulas","Doulas",218,16174,4364,3633681,11.2227970919,4
"Prospect Heights","postoffices","Post Offices",391,16174,8468,3633681,10.3734989497,5
"Prospect Lefferts Gardens","windowwashing","Window Washing",130,11132,2037,3633681,20.8317580915,1
"Prospect Lefferts Gardens","watch_repair","Watch Repair",128,11132,2426,3633681,17.2223643787,2
"Prospect Lefferts Gardens","reiki","Reiki",203,11132,5486,3633681,12.0785231221,3
"Prospect Lefferts Gardens","massage_therapy","Massage Therapy",184,11132,6723,3633681,8.93363721184,4
"Prospect Lefferts Gardens","caribbean","Caribbean",229,11132,8761,3633681,8.53208949825,5
"Prospect Park","skatingrinks","Skating Rinks",11,673,77,3633681,771.318403736,1
"Prospect Park","artmuseums","Art Museums",36,673,618,3633681,314.518184048,2
"Prospect Park","bootcamps","Boot Camps",18,673,323,3633681,300.885816937,3
"Prospect Park","recreation","Recreation Centers",11,673,247,3633681,240.451486185,4
"Prospect Park","foodstands","Food Stands",53,673,3400,3633681,84.1644493488,5
"Queens Village","haitian","Haitian",129,5211,760,3633681,118.359151441,1
"Queens Village","fingerprinting","Fingerprinting",54,5211,592,3633681,63.6059550483,2
"Queens Village","windshieldinstallrepair","Windshield Installation & Repair",52,5211,1087,3633681,33.3579631369,3
"Queens Village","partyequipmentrentals","Party Equipment Rentals",167,5211,6097,3633681,19.0996760395,4
"Queens Village","djs","DJs",262,5211,13089,3633681,13.957914975,5
"Randall Manor","boatrepair","Boat Repair",206,1843,211,3633681,1924.89138099,1
"Randall Manor","poolservice","Pool & Hot Tub Service",206,1843,343,3633681,1184.11685536,2
"Randall Manor","decksrailing","Decks & Railing",23,1843,199,3633681,227.874759037,3
"Randall Manor","fencesgates","Fences & Gates",23,1843,305,3633681,148.678941142,4
"Randall Manor","autocustomization","Auto Customization",206,1843,3089,3633681,131.483354286,5
"Randals-Wards Island","food","Food",13,155,519,3633681,587.206824539,1
"Randals-Wards Island","festivals","Festivals",65,155,2929,3633681,520.246401392,2
"Randals-Wards Island","musicvenues","Music Venues",44,155,7758,3633681,132.959079909,3
"Randals-Wards Island","musicvenues","Music Venues",44,155,7758,3633681,132.959079909,3
"Randals-Wards Island","vegan","Vegan",13,155,4112,3633681,74.1148691477,4
"Randals-Wards Island","landmarks","Landmarks & Historical Buildings",20,155,10905,3633681,42.9951457603,5
"Red Hook","lightingstores","Lighting Stores",281,12564,675,3633681,120.398594574,1
"Red Hook","cakeshop","Patisserie/Cake Shop",169,12564,506,3633681,96.5950914716,2
"Red Hook","shredding","Shredding Services",122,12564,621,3633681,56.8181515472,3
"Red Hook","bustours","Bus Tours",223,12564,2625,3633681,24.569392914,4
"Red Hook","cabinetry","Cabinetry",305,12564,4054,3633681,21.7588012523,5
"Rego Park","medicaltransportation","Medical Transportation",197,13983,1072,3633681,47.7548935354,1
"Rego Park","transport","Transportation",208,13983,2497,3633681,21.646676806,2
"Rego Park","partybusrentals","Party Bus Rentals",437,13983,5867,3633681,19.3558295562,3
"Rego Park","permanentmakeup","Permanent Makeup",169,13983,3521,3633681,12.4728907945,4
"Rego Park","partyequipmentrentals","Party Equipment Rentals",183,13983,6097,3633681,7.79976171539,5
"Richmond Hill","indpak","Indian",306,9435,6905,3633681,17.0672141222,1
"Richmond Hill","airductcleaning","Air Duct Cleaning",100,9435,3565,3633681,10.8030244583,2
"Richmond Hill","bodyshops","Body Shops",324,9435,12803,3633681,9.74626371229,3
"Richmond Hill","contractors","Contractors",138,9435,5659,3633681,9.39170161295,4
"Richmond Hill","mobilephones","Mobile Phones",116,9435,4966,3633681,8.99613921566,5
"Richmond Town","intlgrocery","International Grocery",14,1302,505,3633681,77.3699776429,1
"Richmond Town","butcher","Butcher",14,1302,903,3633681,43.268924374,2
"Richmond Town","kids_activities","Kids Activities",14,1302,1581,3633681,24.7133704679,3
"Richmond Town","markets","Fruits & Veggies",14,1302,1910,3633681,20.4564600574,4
"Richmond Town","tutoring","Tutoring Centers",50,1302,9196,3633681,15.1742367449,5
"Richmond Valley","towing","Towing",176,2519,10924,3633681,23.2407215234,1
"Richmond Valley","bodyshops","Body Shops",176,2519,12803,3633681,19.8298556527,2
"Richmond Valley","soup","Soup",24,2519,2411,3633681,14.3592799247,3
"Richmond Valley","pest_control","Pest Control",90,2519,10738,3633681,12.0903184596,4
"Richmond Valley","autorepair","Auto Repair",198,2519,29918,3633681,9.54665576448,5
"Ridgewood","artspacerentals","Art Space Rentals",273,19356,1626,3633681,31.5190624264,1
"Ridgewood","stereo_installation","Car Stereo Installation",186,19356,3020,3633681,11.5621123693,2
"Ridgewood","autocustomization","Auto Customization",186,19356,3089,3633681,11.3038456961,3
"Ridgewood","notaries","Notaries",674,19356,14180,3633681,8.92308130694,4
"Ridgewood","copyshops","Printing Services",438,19356,9263,3633681,8.87674268746,5
"Rikers Island","policedepartments","Police Departments",52,52,2224,3633681,1633.8493705,1
"Riverdale","safestores","Safe Stores",151,2785,151,3633681,1304.73285458,1
"Riverdale","locksmiths","Keys & Locksmiths",151,2785,2350,3633681,83.836025975,2
"Riverdale","hardware","Hardware Stores",151,2785,7396,3633681,26.6380017633,3
"Riverdale","vegetarian","Vegetarian",74,2785,3961,3633681,24.3752161673,4
"Riverdale","irish","Irish",34,2785,2240,3633681,19.8039808284,5
"Rochdale","lifeinsurance","Life Insurance",238,3331,2393,3633681,108.494175509,1
"Rochdale","african","African",37,3331,1039,3633681,38.8470765917,2
"Rochdale","windowwashing","Window Washing",43,3331,2037,3633681,23.0276485145,3
"Rochdale","photoboothrentals","Photo Booth Rentals",196,3331,10584,3633681,20.2012575469,4
"Rochdale","taxservices","Tax Services",245,3331,14108,3633681,18.9440485785,5
"Rockaway Beach","clowns","Clowns",111,2203,748,3633681,244.767460391,1
"Rockaway Beach","facepainting","Face Painting",111,2203,1838,3633681,99.6115671231,2
"Rockaway Beach","magicians","Magicians",111,2203,3304,3633681,55.4134565291,3
"Rockaway Beach","beergardens","Beer Gardens",24,2203,921,3633681,42.9817320474,4
"Rockaway Beach","foodstands","Food Stands",75,2203,3400,3633681,36.3843522202,5
"Rockaway Park","oilchange","Oil Change Stations",16,1616,2459,3633681,14.6307603107,1
"Rockaway Park","taxis","Taxis",131,1616,20581,3633681,14.3123274747,2
"Rockaway Park","pubs","Pubs",51,1616,9946,3633681,11.5299430663,3
"Rockaway Park","juicebars","Juice Bars & Smoothies",38,1616,8725,3633681,9.79317696956,4
"Rockaway Park","convenience","Convenience Stores",55,1616,13879,3633681,8.91066169311,5
"Roosevelt Island","swimmingpools","Swimming Pools",24,1512,210,3633681,274.654648526,1
"Roosevelt Island","recreation","Recreation Centers",24,1512,247,3633681,233.512049354,2
"Roosevelt Island","kids_activities","Kids Activities",50,1512,1581,3633681,76.0034210817,3
"Roosevelt Island","swimminglessons","Swimming Lessons/Schools",24,1512,1154,3633681,49.9804819675,4
"Roosevelt Island","swimminglessons","Swimming Lessons/Schools",24,1512,1154,3633681,49.9804819675,4
"Roosevelt Island","partysupplies","Party Supplies",21,1512,1191,3633681,42.3743003079,5
"Rosebank","gutterservices","Gutter Services",86,4228,149,3633681,496.048341831,1
